,Unnamed: 0,workerId,chain,generation,level,arrayTraining,encodingCorrected,nounsUser,prepsUser,seenInTraining,Grammar_HInitial-noCE.m.Left.r.Atop,Grammar_HInitial-noCE.m.Atop.r.Left,Grammar_HInitial-noCE.m.Left.r.Under,Grammar_HInitial-noCE.m.Atop.r.Right,Grammar_HInitial-noCE.m.Right.r.Atop,Grammar_HInitial-noCE.m.Under.r.Left,Grammar_HInitial-noCE.m.Right.r.Under,Grammar_HInitial-noCE.m.Under.r.Right,Grammar_HFinal-noCE.m.Left.r.Atop,Grammar_HFinal-noCE.m.Atop.r.Left,Grammar_HFinal-noCE.m.Left.r.Under,Grammar_HFinal-noCE.m.Atop.r.Right,Grammar_HFinal-noCE.m.Right.r.Atop,Grammar_HFinal-noCE.m.Under.r.Left,Grammar_HFinal-noCE.m.Right.r.Under,Grammar_HFinal-noCE.m.Under.r.Right,Grammar_HInitial-CE.m.Left.r.Atop,Grammar_HInitial-CE.m.Atop.r.Left,Grammar_HInitial-CE.m.Left.r.Under,Grammar_HInitial-CE.m.Atop.r.Right,Grammar_HInitial-CE.m.Right.r.Atop,Grammar_HInitial-CE.m.Under.r.Left,Grammar_HInitial-CE.m.Right.r.Under,Grammar_HInitial-CE.m.Under.r.Right,Grammar_HFinal-CE.m.Left.r.Atop,Grammar_HFinal-CE.m.Atop.r.Left,Grammar_HFinal-CE.m.Left.r.Under,Grammar_HFinal-CE.m.Atop.r.Right,Grammar_HFinal-CE.m.Right.r.Atop,Grammar_HFinal-CE.m.Under.r.Left,Grammar_HFinal-CE.m.Right.r.Under,Grammar_HFinal-CE.m.Under.r.Right,Grammar_HInitial-Crossed-PreP.m.Left.r.Atop,Grammar_HInitial-Crossed-PreP.m.Atop.r.Left,Grammar_HInitial-Crossed-PreP.m.Left.r.Under,Grammar_HInitial-Crossed-PreP.m.Atop.r.Right,Grammar_HInitial-Crossed-PreP.m.Right.r.Atop,Grammar_HInitial-Crossed-PreP.m.Under.r.Left,Grammar_HInitial-Crossed-PreP.m.Right.r.Under,Grammar_HInitial-Crossed-PreP.m.Under.r.Right,Grammar_HInitial-Crossed-PostP.m.Left.r.Atop,Grammar_HInitial-Crossed-PostP.m.Atop.r.Left,Grammar_HInitial-Crossed-PostP.m.Left.r.Under,Grammar_HInitial-Crossed-PostP.m.Atop.r.Right,Grammar_HInitial-Crossed-PostP.m.Right.r.Atop,Grammar_HInitial-Crossed-PostP.m.Under.r.Left,Grammar_HInitial-Crossed-PostP.m.Right.r.Under,Grammar_HInitial-Crossed-PostP.m.Under.r.Right,Grammar_HFinal-Crossed-PreP.m.Left.r.Atop,Grammar_HFinal-Crossed-PreP.m.Atop.r.Left,Grammar_HFinal-Crossed-PreP.m.Left.r.Under,Grammar_HFinal-Crossed-PreP.m.Atop.r.Right,Grammar_HFinal-Crossed-PreP.m.Right.r.Atop,Grammar_HFinal-Crossed-PreP.m.Under.r.Left,Grammar_HFinal-Crossed-PreP.m.Right.r.Under,Grammar_HFinal-Crossed-PreP.m.Under.r.Right,Grammar_HFinal-Crossed-PostP.m.Left.r.Atop,Grammar_HFinal-Crossed-PostP.m.Atop.r.Left,Grammar_HFinal-Crossed-PostP.m.Left.r.Under,Grammar_HFinal-Crossed-PostP.m.Atop.r.Right,Grammar_HFinal-Crossed-PostP.m.Right.r.Atop,Grammar_HFinal-Crossed-PostP.m.Under.r.Left,Grammar_HFinal-Crossed-PostP.m.Right.r.Under,Grammar_HFinal-Crossed-PostP.m.Under.r.Right
4148,2918,D_0,D,0,3,"[0,[[[2,[1]],0]]]",rvrmkkt,kvts,mr,False,krtrvmk,kmtrvrk,vrtmkrk,vrtrkmk,krkmtrv,kmkrtrv,kmvrtrk,krvrtmk,kmvrtrk,krvrtmk,krkmtrv,kmkrtrv,vrtmkrk,vrtrkmk,krtrvmk,kmtrvrk,ktvkmrr,ktvkrrm,vtkkrmr,vtkkmrr,kktvrmr,kktvrrm,kvtkrrm,kvtkmrr,rrmkvtk,mrrkvtk,rmrkktv,rrmkktv,rmrvtkk,mrrvtkk,mrrktvk,rrmktvk,rrmktvk,mrrktvk,rmrvtkk,rrmvtkk,rmrkktv,mrrkktv,mrrkvtk,rrmkvtk,ktvkrrm,ktvkmrr,vtkkrmr,vtkkrrm,kktvrmr,kktvmrr,kvtkmrr,kvtkrrm,mrrkvtk,rrmkvtk,rmrkktv,mrrkktv,rmrvtkk,rrmvtkk,rrmktvk,mrrktvk,kvtkmrr,kvtkrrm,kktvrmr,kktvmrr,vtkkrmr,vtkkrrm,ktvkrrm,ktvkmrr
4145,269,D_0,D,0,2,"[3,[[0,[0]]]]",rrksk,kvts,mr,False,srkrk,smkmk,krkrs,kmkms,srkrk,smkmk,krkrs,kmkms,krkrs,kmkms,srkrk,smkmk,krkrs,kmkms,srkrk,smkmk,skkrr,skkmm,kksrr,kksmm,skkrr,skkmm,kksrr,kksmm,rrkks,mmkks,rrskk,mmskk,rrkks,mmkks,rrskk,mmskk,rrskk,mmskk,rrkks,mmkks,rrskk,mmskk,rrkks,mmkks,skkrr,skkmm,kksrr,kksmm,skkrr,skkmm,kksrr,kksmm,rrkks,mmkks,rrskk,mmskk,rrkks,mmkks,rrskk,mmskk,kksrr,kksmm,skkrr,skkmm,kksrr,kksmm,skkrr,skkmm
4149,3047,D_0,D,0,3,"[2,[[2,[1,[3]]]]]",trmrtvs,kvts,mr,False,trtmvrs,tmtrvrs,tmsrvrt,trsrvmt,trvrsmt,tmvrsrt,srvmtrt,srvrtmt,srvmtrt,srvrtmt,trvrsmt,tmvrsrt,tmsrvrt,trsrvmt,trtmvrs,tmtrvrs,ttvsrmr,ttvsrrm,tsvtrrm,tsvtmrr,tvstmrr,tvstrrm,svttrmr,svttmrr,rmrsvtt,mrrsvtt,mrrtvst,rrmtvst,rrmtsvt,mrrtsvt,rmrttvs,rrmttvs,rmrttvs,mrrttvs,mrrtsvt,rrmtsvt,rrmtvst,mrrtvst,rmrsvtt,rrmsvtt,ttvsrmr,ttvsmrr,tsvtmrr,tsvtrrm,tvstrrm,tvstmrr,svttrmr,svttrrm,rmrsvtt,rrmsvtt,rrmtvst,mrrtvst,mrrtsvt,rrmtsvt,rmrttvs,mrrttvs,svttrmr,svttrrm,tvstrrm,tvstmrr,tsvtmrr,tsvtrrm,ttvsrmr,ttvsmrr
4154,359,D_0,D,0,3,"[[[2,[1]],[3]],[2]]",rvtrrts,kvts,mr,False,trvrsrt,tmvrsmt,trsrvrt,tmsrvmt,trvrsrt,tmvrsmt,trsrvrt,tmsrvmt,trsrvrt,tmsrvmt,trvrsrt,tmvrsmt,trsrvrt,tmsrvmt,trvrsrt,tmvrsmt,tvstrrr,tvstmrm,tsvtrrr,tsvtmrm,tvstrrr,tvstmrm,tsvtrrr,tsvtmrm,rrrtsvt,mrmtsvt,rrrtvst,mrmtvst,rrrtsvt,mrmtsvt,rrrtvst,mrmtvst,rrrtvst,mrmtvst,rrrtsvt,mrmtsvt,rrrtvst,mrmtvst,rrrtsvt,mrmtsvt,tvstrrr,tvstmrm,tsvtrrr,tsvtmrm,tvstrrr,tvstmrm,tsvtrrr,tsvtmrm,rrrtsvt,mrmtsvt,rrrtvst,mrmtvst,rrrtsvt,mrmtsvt,rrrtvst,mrmtvst,tsvtrrr,tsvtmrm,tvstrrr,tvstmrm,tsvtrrr,tsvtmrm,tvstrrr,tvstmrm
4151,3214,D_0,D,0,3,"[3,[0,[[1,1]]]]",mvkrmvs,kvts,mr,False,smkrvmv,srkrvmv,smvmvrk,srvmvrk,krvmvms,krvmvrs,vmvrkms,vmvrkrs,vmvrkms,vmvrkrs,krvmvms,krvmvrs,smvmvrk,srvmvrk,smkrvmv,srkrvmv,skvvmrm,skvvmrr,svvkrmm,svvkrmr,kvvsmmr,kvvsrmr,vvksmrm,vvksrrm,mrmvvks,rrmvvks,mmrkvvs,rmrkvvs,rmmsvvk,rmrsvvk,mrmskvv,mrrskvv,mrmskvv,rrmskvv,mmrsvvk,rmrsvvk,rmmkvvs,rmrkvvs,mrmvvks,mrrvvks,skvvmrm,skvvrrm,svvkmmr,svvkrmr,kvvsrmm,kvvsrmr,vvksmrm,vvksmrr,mrmvvks,mrrvvks,rmmkvvs,rmrkvvs,mmrsvvk,rmrsvvk,mrmskvv,rrmskvv,vvksmrm,vvksmrr,kvvsrmm,kvvsrmr,svvkmmr,svvkrmr,skvvmrm,skvvrrm
4152,3311,D_0,D,0,3,"[0,[[3,[2]],[2]]]",kttmrrs,kvts,mr,False,kmsrtrt,krsmtrt,kmtrtrs,krtrtms,srtrtmk,smtrtrk,trtrsmk,trtmsrk,trtrsmk,trtmsrk,srtrtmk,smtrtrk,kmtrtrs,krtrtms,kmsrtrt,krsmtrt,ksttrrm,ksttrmr,kttsrrm,kttsmrr,sttkmrr,sttkrrm,ttskmrr,ttskrmr,mrrttsk,rmrttsk,mrrsttk,rrmsttk,rrmktts,mrrktts,rrmkstt,rmrkstt,mrrkstt,rmrkstt,mrrktts,rrmktts,rrmsttk,mrrsttk,rrmttsk,rmrttsk,ksttmrr,ksttrmr,kttsmrr,kttsrrm,sttkrrm,sttkmrr,ttskrrm,ttskrmr,rrmttsk,rmrttsk,rrmsttk,mrrsttk,mrrktts,rrmktts,mrrkstt,rmrkstt,ttskrrm,ttskrmr,sttkrrm,sttkmrr,kttsmrr,kttsrrm,ksttmrr,ksttrmr
4153,349,D_0,D,0,3,"[[0,[1,2]],[3]]",srmvtkm,kvts,mr,False,kmvmtrs,kmvrtms,srkmvmt,smkmvrt,tmvmkrs,trvmkms,srtmvmk,smtrvmk,srtmvmk,smtrvmk,tmvmkrs,trvmkms,srkmvmt,smkmvrt,kmvmtrs,kmvrtms,kvtsrmm,kvtsmrm,skvtmmr,skvtrmm,tvksrmm,tvksmmr,stvkmmr,stvkmrm,mmrstvk,mrmstvk,rmmtvks,mmrtvks,mmrskvt,rmmskvt,rmmkvts,mrmkvts,mmrkvts,mrmkvts,rmmskvt,mmrskvt,mmrtvks,rmmtvks,rmmstvk,mrmstvk,kvtsmmr,kvtsmrm,skvtrmm,skvtmmr,tvksmmr,tvksrmm,stvkrmm,stvkmrm,rmmstvk,mrmstvk,mmrtvks,rmmtvks,rmmskvt,mmrskvt,mmrkvts,mrmkvts,stvkrmm,stvkmrm,tvksmmr,tvksrmm,skvtrmm,skvtmmr,kvtsmmr,kvtsmrm
4155,3616,D_0,D,0,3,"[3,[[3,[0,[3]]]]]",skrsrms,kvts,mr,False,srsmkrs,smsrkrs,smsrkrs,srsrkms,srkrsms,smkrsrs,srkmsrs,srkrsms,srkmsrs,srkrsms,srkrsms,smkrsrs,smsrkrs,srsrkms,srsmkrs,smsrkrs,ssksrmr,ssksrrm,ssksrrm,ssksmrr,skssmrr,skssrrm,skssrmr,skssmrr,rmrskss,mrrskss,mrrskss,rrmskss,rrmssks,mrrssks,rmrssks,rrmssks,rmrssks,mrrssks,mrrssks,rrmssks,rrmskss,mrrskss,rmrskss,rrmskss,ssksrmr,ssksmrr,ssksmrr,ssksrrm,skssrrm,skssmrr,skssrmr,skssrrm,rmrskss,rrmskss,rrmskss,mrrskss,mrrssks,rrmssks,rmrssks,mrrssks,skssrmr,skssrrm,skssrrm,skssmrr,ssksmrr,ssksrrm,ssksrmr,ssksmrr
4156,3716,D_0,D,0,3,"[[0,[2,[0]]],[1]]",kmrrktv,kvts,mr,False,kmtrkrv,kmtmkmv,vrkmkrt,vmkmkmt,trkmkrv,tmkmkmv,vrkrtmk,vmkmtmk,vrkrtmk,vmkmtmk,trkmkrv,tmkmkmv,vrkmkrt,vmkmkmt,kmtrkrv,kmtmkmv,ktkvrrm,ktkvmmm,vkktrmr,vkktmmm,tkkvrmr,tkkvmmm,vktkmrr,vktkmmm,mrrvktk,mmmvktk,rmrtkkv,mmmtkkv,rmrvkkt,mmmvkkt,rrmktkv,mmmktkv,mrrktkv,mmmktkv,rmrvkkt,mmmvkkt,rmrtkkv,mmmtkkv,rrmvktk,mmmvktk,ktkvmrr,ktkvmmm,vkktrmr,vkktmmm,tkkvrmr,tkkvmmm,vktkrrm,vktkmmm,rrmvktk,mmmvktk,rmrtkkv,mmmtkkv,rmrvkkt,mmmvkkt,mrrktkv,mmmktkv,vktkrrm,vktkmmm,tkkvrmr,tkkvmmm,vkktrmr,vkktmmm,ktkvmrr,ktkvmmm
4157,3845,D_0,D,0,3,"[1,[[[0,1],[3]]]]",msvrvkr,kvts,mr,False,vrkmvrs,vmkmvms,srkmvrv,smkmvmv,vrvmkrs,vmvmkms,srvmkrv,smvmkmv,srvmkrv,smvmkmv,vrvmkrs,vmvmkms,srkmvrv,smkmvmv,vrkmvrs,vmkmvms,vkvsrmr,vkvsmmm,skvvrmr,skvvmmm,vvksrmr,vvksmmm,svkvrmr,svkvmmm,rmrsvkv,mmmsvkv,rmrvvks,mmmvvks,rmrskvv,mmmskvv,rmrvkvs,mmmvkvs,rmrvkvs,mmmvkvs,rmrskvv,mmmskvv,rmrvvks,mmmvvks,rmrsvkv,mmmsvkv,vkvsrmr,vkvsmmm,skvvrmr,skvvmmm,vvksrmr,vvksmmm,svkvrmr,svkvmmm,rmrsvkv,mmmsvkv,rmrvvks,mmmvvks,rmrskvv,mmmskvv,rmrvkvs,mmmvkvs,svkvrmr,svkvmmm,vvksrmr,vvksmmm,skvvrmr,skvvmmm,vkvsrmr,vkvsmmm
4158,3926,D_0,D,0,3,"[[[1,3],1],1]",mmmvvsv,kvts,mr,False,vmsmvmv,vrsmvrv,vmsmvmv,vrsmvrv,vmvmsmv,vrvmsrv,vmvmsmv,vrvmsrv,vmvmsmv,vrvmsrv,vmvmsmv,vrvmsrv,vmsmvmv,vrsmvrv,vmsmvmv,vrsmvrv,vsvvmmm,vsvvrmr,vsvvmmm,vsvvrmr,vvsvmmm,vvsvrmr,vvsvmmm,vvsvrmr,mmmvvsv,rmrvvsv,mmmvvsv,rmrvvsv,mmmvsvv,rmrvsvv,mmmvsvv,rmrvsvv,mmmvsvv,rmrvsvv,mmmvsvv,rmrvsvv,mmmvvsv,rmrvvsv,mmmvvsv,rmrvvsv,vsvvmmm,vsvvrmr,vsvvmmm,vsvvrmr,vvsvmmm,vvsvrmr,vvsvmmm,vvsvrmr,mmmvvsv,rmrvvsv,mmmvvsv,rmrvvsv,mmmvsvv,rmrvsvv,mmmvsvv,rmrvsvv,vvsvmmm,vvsvrmr,vvsvmmm,vvsvrmr,vsvvmmm,vsvvrmr,vsvvmmm,vsvvrmr
4141,2247,D_0,D,0,2,"[1,[3,[0]]]",krsmv,kvts,mr,True,vmsrk,vrsrk,vmkrs,vrkrs,srkmv,srkrv,krsmv,krsrv,krsmv,krsrv,srkmv,srkrv,vmkrs,vrkrs,vmsrk,vrsrk,vskrm,vskrr,vksrm,vksrr,skvmr,skvrr,ksvmr,ksvrr,mrksv,rrksv,mrskv,rrskv,rmvks,rrvks,rmvsk,rrvsk,mrvsk,rrvsk,mrvks,rrvks,rmskv,rrskv,rmksv,rrksv,vskmr,vskrr,vksmr,vksrr,skvrm,skvrr,ksvrm,ksvrr,rmksv,rrksv,rmskv,rrskv,mrvks,rrvks,mrvsk,rrvsk,ksvrm,ksvrr,skvrm,skvrr,vksmr,vksrr,vskmr,vskrr
4150,3127,D_0,D,0,3,"[0,[[0,1],[1]]]",vmrvkmk,kvts,mr,False,kmkmvrv,krkrvrv,kmvrkmv,krvrkrv,vmkrvmk,vrkrvrk,vrvmkmk,vrvrkrk,vrvmkmk,vrvrkrk,vmkrvmk,vrkrvrk,kmvrkmv,krvrkrv,kmkmvrv,krkrvrv,kkvvrmm,kkvvrrr,kvkvmrm,kvkvrrr,vkvkmrm,vkvkrrr,vvkkmmr,vvkkrrr,mmrvvkk,rrrvvkk,mrmvkvk,rrrvkvk,mrmkvkv,rrrkvkv,rmmkkvv,rrrkkvv,mmrkkvv,rrrkkvv,mrmkvkv,rrrkvkv,mrmvkvk,rrrvkvk,rmmvvkk,rrrvvkk,kkvvmmr,kkvvrrr,kvkvmrm,kvkvrrr,vkvkmrm,vkvkrrr,vvkkrmm,vvkkrrr,rmmvvkk,rrrvvkk,mrmvkvk,rrrvkvk,mrmkvkv,rrrkvkv,mmrkkvv,rrrkkvv,vvkkrmm,vvkkrrr,vkvkmrm,vkvkrrr,kvkvmrm,kvkvrrr,kkvvmmr,kkvvrrr
4140,2118,D_0,D,0,2,"[1,[[0,[2]]]]",krrtv,kvts,mr,True,vrkrt,vmkmt,trkrv,tmkmv,vrkrt,vmkmt,trkrv,tmkmv,trkrv,tmkmv,vrkrt,vmkmt,trkrv,tmkmv,vrkrt,vmkmt,vktrr,vktmm,tkvrr,tkvmm,vktrr,vktmm,tkvrr,tkvmm,rrtkv,mmtkv,rrvkt,mmvkt,rrtkv,mmtkv,rrvkt,mmvkt,rrvkt,mmvkt,rrtkv,mmtkv,rrvkt,mmvkt,rrtkv,mmtkv,vktrr,vktmm,tkvrr,tkvmm,vktrr,vktmm,tkvrr,tkvmm,rrtkv,mmtkv,rrvkt,mmvkt,rrtkv,mmtkv,rrvkt,mmvkt,tkvrr,tkvmm,vktrr,vktmm,tkvrr,tkvmm,vktrr,vktmm
4159,409,D_0,D,0,3,"[[[1,1],2],1]",vmvvmtm,kvts,mr,False,vmvmtmv,vrvmtrv,vmvmtmv,vrvmtrv,vmtmvmv,vrtmvrv,vmtmvmv,vrtmvrv,vmtmvmv,vrtmvrv,vmtmvmv,vrtmvrv,vmvmtmv,vrvmtrv,vmvmtmv,vrvmtrv,vvtvmmm,vvtvrmr,vvtvmmm,vvtvrmr,vtvvmmm,vtvvrmr,vtvvmmm,vtvvrmr,mmmvtvv,rmrvtvv,mmmvtvv,rmrvtvv,mmmvvtv,rmrvvtv,mmmvvtv,rmrvvtv,mmmvvtv,rmrvvtv,mmmvvtv,rmrvvtv,mmmvtvv,rmrvtvv,mmmvtvv,rmrvtvv,vvtvmmm,vvtvrmr,vvtvmmm,vvtvrmr,vtvvmmm,vtvvrmr,vtvvmmm,vtvvrmr,mmmvtvv,rmrvtvv,mmmvtvv,rmrvtvv,mmmvvtv,rmrvvtv,mmmvvtv,rmrvvtv,vtvvmmm,vtvvrmr,vtvvmmm,vtvvrmr,vvtvmmm,vvtvrmr,vvtvmmm,vvtvrmr
4138,199,D_0,D,0,2,"[0,[[1,[3]]]]",rkrvs,kvts,mr,True,krvrs,kmvms,srvrk,smvmk,krvrs,kmvms,srvrk,smvmk,srvrk,smvmk,krvrs,kmvms,srvrk,smvmk,krvrs,kmvms,kvsrr,kvsmm,svkrr,svkmm,kvsrr,kvsmm,svkrr,svkmm,rrsvk,mmsvk,rrkvs,mmkvs,rrsvk,mmsvk,rrkvs,mmkvs,rrkvs,mmkvs,rrsvk,mmsvk,rrkvs,mmkvs,rrsvk,mmsvk,kvsrr,kvsmm,svkrr,svkmm,kvsrr,kvsmm,svkrr,svkmm,rrsvk,mmsvk,rrkvs,mmkvs,rrsvk,mmsvk,rrkvs,mmkvs,svkrr,svkmm,kvsrr,kvsmm,svkrr,svkmm,kvsrr,kvsmm
