"","workerId","hitId","condition","assignmentId","time","chain","generation","level","trialType","nameTraining","arrayTraining","seenInTraining","choiceArray0","choiceArray1","choiceArray2","choiceArray3","correctChoiceNumber","participantChoiceNumber","participantText","compositionalAnswer","seenInTesting","conditionCE","conditionHeadN"
"5132","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289551,"none","blah","3","testing","kilkul rae tovo moy kilkul","[0,[[2,0]]]","true","[[2,[1]],[2]]","[0,[[2,0]]]","[[0,[0]],[2]]","[2,[[1,2]]]",1,1,NA,NA,NA,"no center-embedding","head initial"
"5133","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289560,"none","blah","3","testing","vanva rae tovo rae tovo","[[1,[2]],[2]]","true","[[0,1],3]","[[1,2],2]","[[0,[1]],[3]]","[[1,[2]],[2]]",3,3,NA,NA,NA,"no center-embedding","head initial"
"5134","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289569,"none","blah","3","testing","kilkul moy sunsin rae vanva","[[0,3],[1]]","true","[[0,[1]],3]","[[1,[1]],3]","[[1,1],[3]]","[[0,3],[1]]",3,3,NA,NA,NA,"no center-embedding","head initial"
"5135","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289577,"none","blah","3","testing","sunsin rae sunsin rae tovo","[[3,[3]],[2]]","true","[[3,[3]],[2]]","[[1,[1]],[2]]","[3,[[3,2]]]","[2,[[1,1]]]",0,0,NA,NA,NA,"no center-embedding","head initial"
"5136","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289595,"none","blah","3","testing","vanva rae tovo moy tovo","[[1,[2]],2]","true","[2,[2,[1]]]","[[1,[2]],2]","[[2,[3]],3]","[3,[3,[2]]]",1,1,NA,NA,NA,"no center-embedding","head initial"
"5137","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289617,"none","blah","3","testing","vanva moy sunsin rae sunsin","[1,[3,[3]]]","true","[3,[[3,1]]]","[3,[1,[2]]]","[3,[[2,1]]]","[1,[3,[3]]]",3,1,NA,NA,NA,"no center-embedding","head initial"
"5138","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289628,"none","blah","3","testing","tovo moy sunsin rae kilkul","[2,[3,[0]]]","true","[3,[1,[2]]]","[2,[3,[0]]]","[3,[[2,[1]]]]","[3,[[2,[0]]]]",1,1,NA,NA,NA,"no center-embedding","head initial"
"5139","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289641,"none","blah","3","testing","sunsin moy tovo rae kilkul","[[3,2],[0]]","true","[[3,2],[0]]","[[2,2],[3]]","[[2,2],3]","[[2,0],3]",0,0,NA,NA,NA,"no center-embedding","head initial"
"5140","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289653,"none","blah","1","write",NA,"0","true",NA,NA,NA,NA,NA,NA,"kilkul","kilkul","true","no center-embedding","head initial"
"5141","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289657,"none","blah","1","write",NA,"1","true",NA,NA,NA,NA,NA,NA,"vanva","vanva","true","no center-embedding","head initial"
"5142","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289660,"none","blah","1","write",NA,"2","true",NA,NA,NA,NA,NA,NA,"tovo","tovo","true","no center-embedding","head initial"
"5143","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289663,"none","blah","1","write",NA,"3","true",NA,NA,NA,NA,NA,NA,"sunsin","sunsin","true","no center-embedding","head initial"
"5144","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289672,"none","blah","2","write",NA,"[3,3]","true",NA,NA,NA,NA,NA,NA,"sunsin moy sunsin","sunsin moy sunsin","true","no center-embedding","head initial"
"5145","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289677,"none","blah","2","write",NA,"[1,3]","true",NA,NA,NA,NA,NA,NA,"vanva moy sunsin","vanva moy sunsin","true","no center-embedding","head initial"
"5146","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289683,"none","blah","2","write",NA,"[0,[1]]","true",NA,NA,NA,NA,NA,NA,"kilkul rae vanva","kilkul rae vanva","true","no center-embedding","head initial"
"5147","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289689,"none","blah","2","write",NA,"[3,[1]]","true",NA,NA,NA,NA,NA,NA,"sunsin rae vanva","sunsin rae vanva","true","no center-embedding","head initial"
"5148","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289695,"none","blah","2","write",NA,"[2,[1]]","true",NA,NA,NA,NA,NA,NA,"tovo rae vanva","tovo rae vanva","true","no center-embedding","head initial"
"5149","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289703,"none","blah","2","write",NA,"[2,1]","true",NA,NA,NA,NA,NA,NA,"tovo moy vanva","tovo moy vanva","true","no center-embedding","head initial"
"5150","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289707,"none","blah","2","write",NA,"[0,0]","true",NA,NA,NA,NA,NA,NA,"kilkul moy kilkul","kilkul moy kilkul","true","no center-embedding","head initial"
"5151","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289713,"none","blah","2","write",NA,"[3,[0]]","true",NA,NA,NA,NA,NA,NA,"sunsin rae kilkul","sunsin rae kilkul","true","no center-embedding","head initial"
"5152","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289717,"none","blah","2","write",NA,"[2,2]","false",NA,NA,NA,NA,NA,NA,"tovo moy tovo","tovo moy tovo","false","no center-embedding","head initial"
"5153","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289722,"none","blah","2","write",NA,"[2,[3]]","false",NA,NA,NA,NA,NA,NA,"tovo rae sunsin","tovo rae sunsin","false","no center-embedding","head initial"
"5154","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289727,"none","blah","2","write",NA,"[0,[2]]","false",NA,NA,NA,NA,NA,NA,"kilkul rae tovo","kilkul rae tovo","false","no center-embedding","head initial"
"5155","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289733,"none","blah","2","write",NA,"[0,1]","false",NA,NA,NA,NA,NA,NA,"kilkul moy vanva","kilkul moy vanva","false","no center-embedding","head initial"
"5156","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289744,"none","blah","3","write",NA,"[[3,[3]],[2]]","true",NA,NA,NA,NA,NA,NA,"sunsin rae sunsin rae tovo","sunsin rae sunsin rae tovo","true","no center-embedding","head initial"
"5157","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289758,"none","blah","3","write",NA,"[2,[3,[0]]]","true",NA,NA,NA,NA,NA,NA,"tovo moy sunsin rae kilkul","tovo moy sunsin rae kilkul","true","no center-embedding","head initial"
"5158","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289769,"none","blah","3","write",NA,"[0,[[2,0]]]","true",NA,NA,NA,NA,NA,NA,"kilkul rae tovo moy kilkul","kilkul rae tovo moy kilkul","true","no center-embedding","head initial"
"5159","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289779,"none","blah","3","write",NA,"[[3,2],[0]]","true",NA,NA,NA,NA,NA,NA,"sunsin moy tovo rae kilkul","sunsin moy tovo rae kilkul","true","no center-embedding","head initial"
"5160","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289786,"none","blah","3","write",NA,"[[1,[2]],[2]]","true",NA,NA,NA,NA,NA,NA,"vanva rae tovo rae tovo","vanva rae tovo rae tovo","true","no center-embedding","head initial"
"5161","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289795,"none","blah","3","write",NA,"[1,[3,[3]]]","true",NA,NA,NA,NA,NA,NA,"vanva moy sunsin rae sunsin","vanva moy sunsin rae sunsin","true","no center-embedding","head initial"
"5162","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289804,"none","blah","3","write",NA,"[[1,[2]],2]","true",NA,NA,NA,NA,NA,NA,"vanva rae tovo moy tovo","vanva rae tovo moy tovo","true","no center-embedding","head initial"
"5163","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289811,"none","blah","3","write",NA,"[[0,3],[1]]","true",NA,NA,NA,NA,NA,NA,"kilkul moy sunsin rae vanva","kilkul moy sunsin rae vanva","true","no center-embedding","head initial"
"5164","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289818,"none","blah","3","write",NA,"[0,[[1,1]]]","false",NA,NA,NA,NA,NA,NA,"kilkul rae vanva moy vanva","kilkul rae vanva moy vanva","false","no center-embedding","head initial"
"5165","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289834,"none","blah","3","write",NA,"[[3,3],0]","false",NA,NA,NA,NA,NA,NA,"sunsin moy moy kilkul kilkul","sunsin moy sunsin moy kilkul","false","no center-embedding","head initial"
"5166","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289845,"none","blah","3","write",NA,"[[1,[1]],0]","false",NA,NA,NA,NA,NA,NA,"vanva rae vanva moy kilkul","vanva rae vanva moy kilkul","false","no center-embedding","head initial"
"5167","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289852,"none","blah","3","write",NA,"[[1,2],0]","false",NA,NA,NA,NA,NA,NA,"vanva moy tovo moy kilkul","vanva moy tovo moy kilkul","false","no center-embedding","head initial"
"5168","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289869,"none","blah","4","write",NA,"[3,[2,[2,[3]]]]","false",NA,NA,NA,NA,NA,NA,"sunsin moy tovo moy tovo rae sunsin","sunsin moy tovo moy tovo rae sunsin","false","no center-embedding","head initial"
"5169","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289878,"none","blah","4","write",NA,"[1,[[2,[2,1]]]]","false",NA,NA,NA,NA,NA,NA,"vanva rae tovo moy tovo moy vanva","vanva rae tovo moy tovo moy vanva","false","no center-embedding","head initial"
"5170","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289888,"none","blah","4","write",NA,"[[[3,1],[3]],3]","false",NA,NA,NA,NA,NA,NA,"sunsin moy vanva rae sunsin moy sunsin","sunsin moy vanva rae sunsin moy sunsin","false","no center-embedding","head initial"
"5171","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289900,"none","blah","4","write",NA,"[0,[[3,[[1,1]]]]]","false",NA,NA,NA,NA,NA,NA,"kilkul rae sunsin rae vanva moy vanva","kilkul rae sunsin rae vanva moy vanva","false","no center-embedding","head initial"
"5172","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289909,"none","blah","4","write",NA,"[[[0,1],0],[2]]","false",NA,NA,NA,NA,NA,NA,"kilkul moy vanva moy kilkul rae tovo","kilkul moy vanva moy kilkul rae tovo","false","no center-embedding","head initial"
"5173","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289919,"none","blah","4","write",NA,"[[[2,0],1],2]","false",NA,NA,NA,NA,NA,NA,"tovo moy kilkul moy vanva moy tovo","tovo moy kilkul moy vanva moy tovo","false","no center-embedding","head initial"
"5174","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289928,"none","blah","4","write",NA,"[0,[3,[[0,[0]]]]]","false",NA,NA,NA,NA,NA,NA,"kilkul moy sunsin rae kilkul rae kilkul","kilkul moy sunsin rae kilkul rae kilkul","false","no center-embedding","head initial"
"5175","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289939,"none","blah","4","write",NA,"[[[2,[1]],[2]],[3]]","false",NA,NA,NA,NA,NA,NA,"tovo rae vanva rae tovo rae sunsin","tovo rae vanva rae tovo rae sunsin","false","no center-embedding","head initial"
"5176","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289949,"none","blah","4","write",NA,"[2,[0,[[2,3]]]]","false",NA,NA,NA,NA,NA,NA,"tovo moy kilkul rae tovo moy sunsin","tovo moy kilkul rae tovo moy sunsin","false","no center-embedding","head initial"
"5177","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289958,"none","blah","4","write",NA,"[[[1,[1]],3],0]","false",NA,NA,NA,NA,NA,NA,"vanva rae vanva moy sunsin moy kilkul","vanva rae vanva moy sunsin moy kilkul","false","no center-embedding","head initial"
"5178","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289971,"none","blah","4","write",NA,"[[[1,[0]],[0]],1]","false",NA,NA,NA,NA,NA,NA,"vanva rae kilkul rae kilkul moy vanva","vanva rae kilkul rae kilkul moy vanva","false","no center-embedding","head initial"
"5179","A53","34OWYT6U3WO5ZJKWZW9UH1ZCVCJ9I4","PostNomPrePos","3VJ40NV2QJU02426LZWIGISXZTGTOS",1593289979,"none","blah","4","write",NA,"[[[3,3],[0]],[2]]","false",NA,NA,NA,NA,NA,NA,"sunsin moy sunsin rae kilkul rae tovo","sunsin moy sunsin rae kilkul rae tovo","false","no center-embedding","head initial"
"5180","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593254782,"none","blah","OBJ","training","kuka","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head final"
"5181","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593254792,"none","blah","OBJ","training","tultol","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head final"
"5182","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593254805,"none","blah","OBJ","training","vinkin","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head final"
"5183","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593254809,"none","blah","OBJ","training","solsil","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head final"
"5184","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593254828,"none","blah","OBJ","testing","kuka","0","true","0","2","1","3",0,0,NA,NA,NA,"crossed","head final"
"5185","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593254836,"none","blah","OBJ","testing","tultol","1","true","0","1","2","3",1,1,NA,NA,NA,"crossed","head final"
"5186","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593254843,"none","blah","OBJ","testing","vinkin","2","true","1","2","0","3",1,1,NA,NA,NA,"crossed","head final"
"5187","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593254854,"none","blah","OBJ","testing","solsil","3","true","1","3","2","0",1,1,NA,NA,NA,"crossed","head final"
"5188","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593254860,"none","blah","ADP","training",NA,"[[7,5],[7,4],[7,6]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head final"
"5189","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593254878,"none","blah","ADP","training",NA,"[[7,[5]],[7,[4]],[7,[6]]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head final"
"5190","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593254883,"none","blah","ADP","training",NA,"[[5,6],[5,4],[5,7]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head final"
"5191","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593254889,"none","blah","ADP","training",NA,"[[5,[6]],[5,[4]],[5,[7]]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head final"
"5192","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593254907,"none","blah","ADP","testing","moy cube sphere","[5,4]","false","[5,[4]]","[5,[6]]","[5,4]","[5,6]",2,2,NA,NA,NA,"crossed","head final"
"5193","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593254919,"none","blah","ADP","testing","rae cube sphere","[5,[4]]","false","[7,5]","[7,[5]]","[5,4]","[5,[4]]",3,3,NA,NA,NA,"crossed","head final"
"5194","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593254936,"none","blah","ADP","testing","moy cylinder pyramid","[7,6]","false","[6,[5]]","[7,6]","[7,[6]]","[6,5]",1,1,NA,NA,NA,"crossed","head final"
"5195","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593254952,"none","blah","ADP","testing","rae cylinder pyramid","[7,[6]]","false","[7,[6]]","[6,[4]]","[7,6]","[6,4]",0,0,NA,NA,NA,"crossed","head final"
"5196","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593254956,"none","blah","2","training","moy solsil solsil","[3,3]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head final"
"5197","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593254993,"none","blah","2","training","moy solsil tultol","[1,3]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head final"
"5198","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593255056,"none","blah","2","training","rae tultol kuka","[0,[1]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head final"
"5199","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593255078,"none","blah","2","training","rae tultol solsil","[3,[1]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head final"
"5200","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593255081,"none","blah","2","training","rae tultol vinkin","[2,[1]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head final"
"5201","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593255086,"none","blah","2","training","moy tultol vinkin","[2,1]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head final"
"5202","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593255090,"none","blah","2","training","moy kuka kuka","[0,0]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head final"
"5203","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593255092,"none","blah","2","training","rae kuka solsil","[3,[0]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head final"
"5204","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593255106,"none","blah","2","testing","rae tultol vinkin","[2,[1]]","true","[2,[2]]","[2,2]","[2,[1]]","[2,1]",2,2,NA,NA,NA,"crossed","head final"
"5205","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593255117,"none","blah","2","testing","moy solsil tultol","[1,3]","true","[1,3]","[3,[1]]","[2,[0]]","[0,2]",0,0,NA,NA,NA,"crossed","head final"
"5206","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593255127,"none","blah","2","testing","rae tultol kuka","[0,[1]]","true","[1,[3]]","[1,0]","[3,1]","[0,[1]]",3,3,NA,NA,NA,"crossed","head final"
"5207","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593255135,"none","blah","2","testing","rae tultol solsil","[3,[1]]","true","[1,3]","[3,[1]]","[0,1]","[0,[1]]",1,1,NA,NA,NA,"crossed","head final"
"5208","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593255142,"none","blah","2","testing","moy solsil solsil","[3,3]","true","[1,[2]]","[3,[3]]","[3,3]","[1,2]",2,2,NA,NA,NA,"crossed","head final"
"5209","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593255173,"none","blah","2","testing","moy kuka kuka","[0,0]","true","[3,[2]]","[0,0]","[0,[0]]","[2,3]",1,1,NA,NA,NA,"crossed","head final"
"5210","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593255173,"none","blah","2","testing","moy tultol vinkin","[2,1]","true","[1,[2]]","[1,[3]]","[1,3]","[2,1]",3,3,NA,NA,NA,"crossed","head final"
"5211","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593255173,"none","blah","2","testing","rae kuka solsil","[3,[0]]","true","[2,[3]]","[3,0]","[3,2]","[3,[0]]",3,3,NA,NA,NA,"crossed","head final"
"5212","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593255177,"none","blah","3","training","rae rae vinkin solsil solsil","[[3,[3]],[2]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head final"
"5213","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593255230,"none","blah","3","training","rae moy kuka solsil vinkin","[2,[3,[0]]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head final"
"5214","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593255272,"none","blah","3","training","rae moy kuka vinkin solsil","[[3,2],[0]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head final"
"5215","A54","3R6RZGK0XFJPMQC46F0TV7IXCMUYV7","CrossFinal","3SB4CE2TJW2IHHHPGQSX4QTYN6KAX9",1593255272,"none","blah","3","training","moy rae kuka vinkin kuka","[0,[[2,0]]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head final"
