"","workerId","hitId","condition","assignmentId","time","chain","generation","level","trialType","nameTraining","arrayTraining","seenInTraining","choiceArray0","choiceArray1","choiceArray2","choiceArray3","correctChoiceNumber","participantChoiceNumber","participantText","compositionalAnswer","seenInTesting","conditionCE","conditionHeadN"
"1","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194324,"none","blah","OBJ","training","valtal","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head initial"
"2","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194336,"none","blah","OBJ","training","kolkul","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head initial"
"3","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194349,"none","blah","OBJ","training","siso","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head initial"
"4","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194365,"none","blah","OBJ","training","tontin","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head initial"
"5","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194382,"none","blah","OBJ","testing","valtal","0","true","2","1","0","3",2,2,NA,NA,NA,"crossed","head initial"
"6","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194387,"none","blah","OBJ","testing","kolkul","1","true","0","2","3","1",3,3,NA,NA,NA,"crossed","head initial"
"7","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194393,"none","blah","OBJ","testing","siso","2","true","3","2","0","1",1,1,NA,NA,NA,"crossed","head initial"
"8","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194397,"none","blah","OBJ","testing","tontin","3","true","0","3","1","2",1,1,NA,NA,NA,"crossed","head initial"
"9","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194406,"none","blah","ADP","training",NA,"[[7,5],[7,4],[7,6]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head initial"
"10","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194414,"none","blah","ADP","training",NA,"[[7,[5]],[7,[4]],[7,[6]]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head initial"
"11","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194417,"none","blah","ADP","training",NA,"[[5,6],[5,4],[5,7]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head initial"
"12","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194418,"none","blah","ADP","training",NA,"[[5,[6]],[5,[4]],[5,[7]]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head initial"
"13","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194426,"none","blah","ADP","testing","sphere cube moy","[5,4]","false","[5,4]","[5,[6]]","[5,6]","[5,[4]]",0,0,NA,NA,NA,"crossed","head initial"
"14","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194433,"none","blah","ADP","testing","sphere cube rae","[5,[4]]","false","[5,[4]]","[7,[5]]","[7,5]","[5,4]",0,0,NA,NA,NA,"crossed","head initial"
"15","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194441,"none","blah","ADP","testing","pyramid cylinder moy","[7,6]","false","[7,6]","[7,[6]]","[6,5]","[6,[5]]",0,0,NA,NA,NA,"crossed","head initial"
"16","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194451,"none","blah","ADP","testing","pyramid cylinder rae","[7,[6]]","false","[6,4]","[7,6]","[6,[4]]","[7,[6]]",3,3,NA,NA,NA,"crossed","head initial"
"17","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194485,"none","blah","2","training","tontin tontin moy","[3,3]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head initial"
"18","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194487,"none","blah","2","training","kolkul tontin moy","[1,3]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head initial"
"19","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194493,"none","blah","2","training","valtal kolkul rae","[0,[1]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head initial"
"20","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194493,"none","blah","2","training","tontin kolkul rae","[3,[1]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head initial"
"21","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194493,"none","blah","2","training","siso kolkul rae","[2,[1]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head initial"
"22","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194494,"none","blah","2","training","siso kolkul moy","[2,1]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head initial"
"23","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194496,"none","blah","2","training","valtal valtal moy","[0,0]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head initial"
"24","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194508,"none","blah","2","training","tontin valtal rae","[3,[0]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head initial"
"25","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194519,"none","blah","2","testing","kolkul tontin moy","[1,3]","true","[0,2]","[1,3]","[2,[0]]","[3,[1]]",1,1,NA,NA,NA,"crossed","head initial"
"26","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194541,"none","blah","2","testing","tontin kolkul rae","[3,[1]]","true","[1,3]","[0,1]","[3,[1]]","[0,[1]]",2,2,NA,NA,NA,"crossed","head initial"
"27","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194545,"none","blah","2","testing","siso kolkul rae","[2,[1]]","true","[2,[1]]","[2,1]","[2,2]","[2,[2]]",0,0,NA,NA,NA,"crossed","head initial"
"28","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194553,"none","blah","2","testing","valtal kolkul rae","[0,[1]]","true","[0,[1]]","[1,[3]]","[1,0]","[3,1]",0,0,NA,NA,NA,"crossed","head initial"
"29","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194566,"none","blah","2","testing","siso kolkul moy","[2,1]","true","[1,[2]]","[1,3]","[1,[3]]","[2,1]",3,3,NA,NA,NA,"crossed","head initial"
"30","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194578,"none","blah","2","testing","tontin valtal rae","[3,[0]]","true","[3,0]","[3,2]","[3,[0]]","[2,[3]]",2,2,NA,NA,NA,"crossed","head initial"
"31","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194585,"none","blah","2","testing","valtal valtal moy","[0,0]","true","[3,[2]]","[0,0]","[0,[0]]","[2,3]",1,1,NA,NA,NA,"crossed","head initial"
"32","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194593,"none","blah","2","testing","tontin tontin moy","[3,3]","true","[3,[3]]","[1,2]","[1,[2]]","[3,3]",3,3,NA,NA,NA,"crossed","head initial"
"33","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194600,"none","blah","3","training","tontin tontin siso rae rae","[[3,[3]],[2]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head initial"
"34","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194602,"none","blah","3","training","siso tontin valtal moy rae","[2,[3,[0]]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head initial"
"35","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194603,"none","blah","3","training","valtal siso valtal rae moy","[0,[[2,0]]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head initial"
"36","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194608,"none","blah","3","training","tontin siso valtal moy rae","[[3,2],[0]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head initial"
"37","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194609,"none","blah","3","training","kolkul siso siso rae rae","[[1,[2]],[2]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head initial"
"38","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194614,"none","blah","3","training","kolkul tontin tontin moy rae","[1,[3,[3]]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head initial"
"39","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194614,"none","blah","3","training","kolkul siso siso rae moy","[[1,[2]],2]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head initial"
"40","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194617,"none","blah","3","training","valtal tontin kolkul moy rae","[[0,3],[1]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head initial"
"41","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194624,"none","blah","3","testing","valtal tontin kolkul moy rae","[[0,3],[1]]","true","[[1,[1]],3]","[[1,1],[3]]","[[0,3],[1]]","[[0,[1]],3]",2,3,NA,NA,NA,"crossed","head initial"
"42","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194633,"none","blah","3","testing","valtal siso valtal rae moy","[0,[[2,0]]]","true","[2,[[1,2]]]","[[0,[0]],[2]]","[0,[[2,0]]]","[[2,[1]],[2]]",2,2,NA,NA,NA,"crossed","head initial"
"43","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194641,"none","blah","3","testing","tontin tontin siso rae rae","[[3,[3]],[2]]","true","[3,[[3,2]]]","[2,[[1,1]]]","[[3,[3]],[2]]","[[1,[1]],[2]]",2,2,NA,NA,NA,"crossed","head initial"
"44","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194659,"none","blah","3","testing","tontin siso valtal moy rae","[[3,2],[0]]","true","[[3,2],[0]]","[[2,2],3]","[[2,0],3]","[[2,2],[3]]",0,0,NA,NA,NA,"crossed","head initial"
"45","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194666,"none","blah","3","testing","siso tontin valtal moy rae","[2,[3,[0]]]","true","[3,[[2,[1]]]]","[2,[3,[0]]]","[3,[[2,[0]]]]","[3,[1,[2]]]",1,1,NA,NA,NA,"crossed","head initial"
"46","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194674,"none","blah","3","testing","kolkul siso siso rae moy","[[1,[2]],2]","true","[[1,[2]],2]","[[2,[3]],3]","[2,[2,[1]]]","[3,[3,[2]]]",0,0,NA,NA,NA,"crossed","head initial"
"47","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194683,"none","blah","3","testing","kolkul siso siso rae rae","[[1,[2]],[2]]","true","[[0,1],3]","[[1,2],2]","[[0,[1]],[3]]","[[1,[2]],[2]]",3,3,NA,NA,NA,"crossed","head initial"
"48","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194691,"none","blah","3","testing","kolkul tontin tontin moy rae","[1,[3,[3]]]","true","[3,[[3,1]]]","[3,[1,[2]]]","[3,[[2,1]]]","[1,[3,[3]]]",3,0,NA,NA,NA,"crossed","head initial"
"49","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194702,"none","blah","1","write",NA,"0","true",NA,NA,NA,NA,NA,NA,"valtal","valtal","true","crossed","head initial"
"50","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194704,"none","blah","1","write",NA,"1","true",NA,NA,NA,NA,NA,NA,"kolkul","kolkul","true","crossed","head initial"
"51","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194708,"none","blah","1","write",NA,"2","true",NA,NA,NA,NA,NA,NA,"siso","siso","true","crossed","head initial"
"52","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194713,"none","blah","1","write",NA,"3","true",NA,NA,NA,NA,NA,NA,"tontin","tontin","true","crossed","head initial"
"53","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194725,"none","blah","2","write",NA,"[3,3]","true",NA,NA,NA,NA,NA,NA,"tontin moy moy","tontin tontin moy","true","crossed","head initial"
"54","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194729,"none","blah","2","write",NA,"[1,3]","true",NA,NA,NA,NA,NA,NA,"kolkul tontin moy","kolkul tontin moy","true","crossed","head initial"
"55","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194738,"none","blah","2","write",NA,"[0,[1]]","true",NA,NA,NA,NA,NA,NA,"valtal kolkul rae","valtal kolkul rae","true","crossed","head initial"
"56","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194745,"none","blah","2","write",NA,"[3,[1]]","true",NA,NA,NA,NA,NA,NA,"tontin kolkul rae","tontin kolkul rae","true","crossed","head initial"
"57","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194748,"none","blah","2","write",NA,"[2,[1]]","true",NA,NA,NA,NA,NA,NA,"siso tontin rae","siso kolkul rae","true","crossed","head initial"
"58","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194764,"none","blah","2","write",NA,"[2,1]","true",NA,NA,NA,NA,NA,NA,"siso tontin moy","siso kolkul moy","true","crossed","head initial"
"59","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194767,"none","blah","2","write",NA,"[0,0]","true",NA,NA,NA,NA,NA,NA,"valtal valtal moy","valtal valtal moy","true","crossed","head initial"
"60","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194780,"none","blah","2","write",NA,"[3,[0]]","true",NA,NA,NA,NA,NA,NA,"tontin valtal rae","tontin valtal rae","true","crossed","head initial"
"61","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194783,"none","blah","2","write",NA,"[2,2]","false",NA,NA,NA,NA,NA,NA,"siso siso moy","siso siso moy","false","crossed","head initial"
"62","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194790,"none","blah","2","write",NA,"[2,[3]]","false",NA,NA,NA,NA,NA,NA,"siso tontin rae","siso tontin rae","false","crossed","head initial"
"63","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194793,"none","blah","2","write",NA,"[0,[2]]","false",NA,NA,NA,NA,NA,NA,"valtal siso rae","valtal siso rae","false","crossed","head initial"
"64","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194801,"none","blah","2","write",NA,"[0,1]","false",NA,NA,NA,NA,NA,NA,"valtal kolkul moy","valtal kolkul moy","false","crossed","head initial"
"65","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194811,"none","blah","3","write",NA,"[[3,[3]],[2]]","true",NA,NA,NA,NA,NA,NA,"tontin tontin moy siso rae","tontin tontin siso rae rae","true","crossed","head initial"
"66","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194821,"none","blah","3","write",NA,"[2,[3,[0]]]","true",NA,NA,NA,NA,NA,NA,"siso tontin valtal moy rae","siso tontin valtal moy rae","true","crossed","head initial"
"67","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194829,"none","blah","3","write",NA,"[0,[[2,0]]]","true",NA,NA,NA,NA,NA,NA,"valtal siso valtal rae moy","valtal siso valtal rae moy","true","crossed","head initial"
"68","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194844,"none","blah","3","write",NA,"[[3,2],[0]]","true",NA,NA,NA,NA,NA,NA,"tontin siso rae valtal moy","tontin siso valtal moy rae","true","crossed","head initial"
"69","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194943,"none","blah","3","write",NA,"[[1,[2]],[2]]","true",NA,NA,NA,NA,NA,NA,"tontin siso siso rae rae","kolkul siso siso rae rae","true","crossed","head initial"
"70","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194961,"none","blah","3","write",NA,"[1,[3,[3]]]","true",NA,NA,NA,NA,NA,NA,"kolkul moy tontin tontin rae","kolkul tontin tontin moy rae","true","crossed","head initial"
"71","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194970,"none","blah","3","write",NA,"[[1,[2]],2]","true",NA,NA,NA,NA,NA,NA,"tontin siso siso rae moy","kolkul siso siso rae moy","true","crossed","head initial"
"72","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194979,"none","blah","3","write",NA,"[[0,3],[1]]","true",NA,NA,NA,NA,NA,NA,"valtal tontin moy kolkul rae","valtal tontin kolkul moy rae","true","crossed","head initial"
"73","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194988,"none","blah","3","write",NA,"[0,[[1,1]]]","false",NA,NA,NA,NA,NA,NA,"valtal rae kolkul kolkul moy","valtal kolkul kolkul rae moy","false","crossed","head initial"
"74","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593194996,"none","blah","3","write",NA,"[[3,3],0]","false",NA,NA,NA,NA,NA,NA,"tontin tontin valtal rae moy","tontin tontin valtal moy moy","false","crossed","head initial"
"75","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593195003,"none","blah","3","write",NA,"[[1,[1]],0]","false",NA,NA,NA,NA,NA,NA,"kolkul kolkul rae valtal moy","kolkul kolkul valtal rae moy","false","crossed","head initial"
"76","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593195011,"none","blah","3","write",NA,"[[1,2],0]","false",NA,NA,NA,NA,NA,NA,"kolkul siso valtal moy moy","kolkul siso valtal moy moy","false","crossed","head initial"
"77","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593195026,"none","blah","4","write",NA,"[3,[2,[2,[3]]]]","false",NA,NA,NA,NA,NA,NA,"tontin siso moy moy siso tontin rae","tontin siso siso tontin moy moy rae","false","crossed","head initial"
"78","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593195039,"none","blah","4","write",NA,"[1,[[2,[2,1]]]]","false",NA,NA,NA,NA,NA,NA,"tontin rae siso siso kolkul moy moy","kolkul siso siso kolkul rae moy moy","false","crossed","head initial"
"79","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593195056,"none","blah","4","write",NA,"[[[3,1],[3]],3]","false",NA,NA,NA,NA,NA,NA,"tontin kolkul moy tontin rae tontin moy","tontin kolkul tontin tontin moy rae moy","false","crossed","head initial"
"80","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593195070,"none","blah","4","write",NA,"[0,[[3,[[1,1]]]]]","false",NA,NA,NA,NA,NA,NA,"valtal rae tontin rae kolkul kolkul moy","valtal tontin kolkul kolkul rae rae moy","false","crossed","head initial"
"81","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593195087,"none","blah","4","write",NA,"[[[0,1],0],[2]]","false",NA,NA,NA,NA,NA,NA,"valtal valtal moy kolkul moy siso rae","valtal kolkul valtal siso moy moy rae","false","crossed","head initial"
"82","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593195098,"none","blah","4","write",NA,"[[[2,0],1],2]","false",NA,NA,NA,NA,NA,NA,"siso moy valtal moy kolkul moy siso","siso valtal kolkul siso moy moy moy","false","crossed","head initial"
"83","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593195109,"none","blah","4","write",NA,"[0,[3,[[0,[0]]]]]","false",NA,NA,NA,NA,NA,NA,"valtal moy tontin rae valtal rae valtal","valtal tontin valtal valtal moy rae rae","false","crossed","head initial"
"84","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593195120,"none","blah","4","write",NA,"[[[2,[1]],[2]],[3]]","false",NA,NA,NA,NA,NA,NA,"siso kolkul siso tontin rae rae rae","siso kolkul siso tontin rae rae rae","false","crossed","head initial"
"85","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593195133,"none","blah","4","write",NA,"[2,[0,[[2,3]]]]","false",NA,NA,NA,NA,NA,NA,"siso moy valtal rae siso tontin rae","siso valtal siso tontin moy rae moy","false","crossed","head initial"
"86","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593195146,"none","blah","4","write",NA,"[[[1,[1]],3],0]","false",NA,NA,NA,NA,NA,NA,"kolkul kolkul rae moy tontin valtal moy","kolkul kolkul tontin valtal rae moy moy","false","crossed","head initial"
"87","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593195172,"none","blah","4","write",NA,"[[[1,[0]],[0]],1]","false",NA,NA,NA,NA,NA,NA,"kolkul valtal valtal rae moy kolkul rae","kolkul valtal valtal kolkul rae rae moy","false","crossed","head initial"
"88","A1","382GHPVPHSYPCAW1XY6GWNM7Q1J43C","CrossInit","3IKZ72A5B5N81EKTP0RGKPDRI4TNFD",1593195242,"none","blah","4","write",NA,"[[[3,3],[0]],[2]]","false",NA,NA,NA,NA,NA,NA,"tontin tontin moy valtal rae siso rae","tontin tontin valtal siso moy rae rae","false","crossed","head initial"
"89","A2","3Q7TKIAPOTHJSA5JWFB9VDAU304LDL","CrossInit","3D4CH1LGEB0TQCCUZAETK9IJEV3G9Z",1593199490,"none","blah","OBJ","training","titil","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed","head initial"
