"","workerId","gen","chain","prepM","prepR","strings","arrayTraining","time","seen","level","encodingCorrected","consonants"
"499","A20",5,"I","left","atop","tulkul moy soko rae soko","[0,[[2,0]]]",1597966576,"true","3","tmsrs","svtk"
"500","A20",5,"I","left","atop","soko rae kinsin moy tulkul","[[3,2],[0]]",1597966589,"true","3","srkmt","svtk"
"501","A20",5,"I","left","atop","tulkul rae tulkul rae vilval","[[1,[2]],[2]]",1597966597,"true","3","trtrv","svtk"
"502","A20",5,"I","left","atop","vilval moy kinsin rae kinsin","[1,[3,[3]]]",1597966603,"true","3","vmkrk","svtk"
"503","A20",5,"I","left","atop","tulkul rae vilval moy tulkul","[[1,[2]],2]",1597966616,"true","3","trvmt","svtk"
"504","A20",5,"I","left","atop","vilval rae soko moy kinsin","[[0,3],[1]]",1597966623,"true","3","vrsmk","svtk"
"505","A20",5,"I","left","atop","vilval moy vilval rae soko","[0,[[1,1]]]",1597966640,"false","3","vmvrs","svtk"
"506","A20",5,"I","left","atop","kinsin moy kinsin moy soko","[[3,3],0]",1597966649,"false","3","kmkms","svtk"
"507","A20",5,"I","left","atop","vilval rae vilval moy soko","[[1,[1]],0]",1597966658,"false","3","vrvms","svtk"
"508","A20",5,"I","left","atop","vilval moy tulkul moy soko","[[1,2],0]",1597966672,"false","3","vmtms","svtk"
"509","A20",5,"I","left","atop","kinsin moy tulkul moy kinsin rae tulkul","[3,[2,[2,[3]]]]",1597966682,"false","4","kmtmkrt","svtk"
"510","A20",5,"I","left","atop","tulkul moy tulkul moy vilval rae vilval","[1,[[2,[2,1]]]]",1597966698,"false","4","tmtmvrv","svtk"
"511","A20",5,"I","left","atop","kinsin rae kinsin moy vilval moy kinsin","[[[3,1],[3]],3]",1597966712,"false","4","krkmvmk","svtk"
"512","A20",5,"I","left","atop","vilval moy vilval rae kinsin rae soko","[0,[[3,[[1,1]]]]]",1597966723,"false","4","vmvrkrs","svtk"
"513","A20",5,"I","left","atop","tulkul rae soko moy vilval moy soko","[[[0,1],0],[2]]",1597966736,"false","4","trsmvms","svtk"
"514","A20",5,"I","left","atop","tulkul moy soko moy vilval moy tulkul","[[[2,0],1],2]",1597966746,"false","4","tmsmvmt","svtk"
"515","A20",5,"I","left","atop","soko moy soko rae soko rae kinsin","[0,[3,[[0,[0]]]]]",1597966753,"false","4","smsrsrk","svtk"
"516","A20",5,"I","left","atop","kinsin rae tulkul rae vilval rae tulkul","[[[2,[1]],[2]],[3]]",1597966766,"false","4","krtrvrt","svtk"
"517","A20",5,"I","left","atop","tulkul moy tulkul moy kinsin rae soko","[2,[0,[[2,3]]]]",1597966780,"false","4","tmtmkrs","svtk"
"518","A20",5,"I","left","atop","vilval rae vilval moy kinsin moy soko","[[[1,[1]],3],0]",1597966792,"false","4","vrvmkms","svtk"
"519","A20",5,"I","left","atop","soko rae soko rae vilval moy vilval","[[[1,[0]],[0]],1]",1597966803,"false","4","srsrvmv","svtk"
"520","A20",5,"I","left","atop","tulkul rae soko rae kinsin moy kinsin","[[[3,3],[0]],[2]]",1597966813,"false","4","trsrkmk","svtk"
"521","A21",4,"F","right","atop","valtal","0",1597775894,"true","1","v","vkst"
"522","A21",4,"F","right","atop","kolkul","1",1597775904,"true","1","k","vkst"
"523","A21",4,"F","right","atop","siso","2",1597775908,"true","1","s","vkst"
"524","A21",4,"F","right","atop","tontin","3",1597775914,"true","1","t","vkst"
"525","A21",4,"F","right","atop","valtal rae siso","[0,[2]]",1597775933,"true","2","vrs","vkst"
"526","A21",4,"F","right","atop","valtal moy kolkul","[1,0]",1597775964,"true","2","vmk","vkst"
"527","A21",4,"F","right","atop","siso moy valtal","[0,3]",1597775975,"true","2","smv","vkst"
"528","A21",4,"F","right","atop","siso rae kolkul","[3,[1]]",1597775988,"true","2","srk","vkst"
"529","A21",4,"F","right","atop","tontin moy siso","[2,3]",1597776011,"true","2","tms","vkst"
"530","A21",4,"F","right","atop","siso moy tontin","[3,2]",1597776026,"true","2","smt","vkst"
"531","A21",4,"F","right","atop","siso rae valtal","[2,[0]]",1597776037,"true","2","srv","vkst"
"532","A21",4,"F","right","atop","siso rae kolkul","[2,[1]]",1597776046,"true","2","srk","vkst"
"533","A21",4,"F","right","atop","valtal moy tontin","[3,0]",1597776059,"false","2","vmt","vkst"
"534","A21",4,"F","right","atop","kolkul rae siso","[1,[2]]",1597776077,"false","2","krs","vkst"
"535","A21",4,"F","right","atop","kolkul moy valtal","[0,1]",1597776092,"false","2","kmv","vkst"
"536","A21",4,"F","right","atop","kolkul rae tontin","[1,[3]]",1597776104,"false","2","krt","vkst"
"537","A21",4,"F","right","atop","tontin rae tontin siso siso","[[3,[3]],[2]]",1597776176,"true","3","trtss","vkst"
"538","A21",4,"F","right","atop","tontin rae valtal moy siso","[2,[3,[0]]]",1597776206,"true","3","trvms","vkst"
"539","A21",4,"F","right","atop","valtal rae valtal moy siso","[0,[[2,0]]]",1597776257,"true","3","vrvms","vkst"
"540","A21",4,"F","right","atop","siso moy tontin rae valtal","[[3,2],[0]]",1597776288,"true","3","smtrv","vkst"
"541","A21",4,"F","right","atop","kolkul rae siso rae siso","[[1,[2]],[2]]",1597776306,"true","3","krsrs","vkst"
"542","A21",4,"F","right","atop","tontin rae tontin moy kolkul","[1,[3,[3]]]",1597776324,"true","3","trtmk","vkst"
"543","A21",4,"F","right","atop","siso moy kolkul rae siso","[[1,[2]],2]",1597776373,"true","3","smkrs","vkst"
"544","A21",4,"F","right","atop","tontin moy valtal rae kolkul","[[0,3],[1]]",1597776401,"true","3","tmvrk","vkst"
"545","A21",4,"F","right","atop","valtal rae kolkul moy kolkul","[0,[[1,1]]]",1597776428,"false","3","vrkmk","vkst"
"546","A21",4,"F","right","atop","valtal moy tontin moy tontin","[[3,3],0]",1597776444,"false","3","vmtmt","vkst"
"547","A21",4,"F","right","atop","valtal moy kolkul rae kolkul","[[1,[1]],0]",1597776472,"false","3","vmkrk","vkst"
"548","A21",4,"F","right","atop","valtal moy siso moy kolkul","[[1,2],0]",1597776485,"false","3","vmsmk","vkst"
"549","A21",4,"F","right","atop","siso rae tontin moy siso moy tontin","[3,[2,[2,[3]]]]",1597776537,"false","4","srtmsmt","vkst"
"550","A21",4,"F","right","atop","kolkul rae kolkul moy siso moy siso","[1,[[2,[2,1]]]]",1597776571,"false","4","krkmsms","vkst"
"551","A21",4,"F","right","atop","tontin moy kolkul moy tontin rae tontin","[[[3,1],[3]],3]",1597776612,"false","4","tmkmtrt","vkst"
"552","A21",4,"F","right","atop","valtal rae tontin rae kolkul moy kolkul","[0,[[3,[[1,1]]]]]",1597776646,"false","4","vrtrkmk","vkst"
"553","A21",4,"F","right","atop","valtal moy kolkul moy valtal rae siso","[[[0,1],0],[2]]",1597776692,"false","4","vmkmvrs","vkst"
"554","A21",4,"F","right","atop","siso moy kolkul moy valtal moy siso","[[[2,0],1],2]",1597776717,"false","4","smkmvms","vkst"
"555","A21",4,"F","right","atop","tontin rae valtal rae valtal moy valtal","[0,[3,[[0,[0]]]]]",1597776744,"false","4","trvrvmv","vkst"
"556","A21",4,"F","right","atop","siso rae kolkul rae siso rae tontin","[[[2,[1]],[2]],[3]]",1597776763,"false","4","srkrsrt","vkst"
"557","A21",4,"F","right","atop","tontin moy siso rae valtal moy siso","[2,[0,[[2,3]]]]",1597776813,"false","4","tmsrvms","vkst"
"558","A21",4,"F","right","atop","valtal moy tontin moy kolkul rae kolkul","[[[1,[1]],3],0]",1597776841,"false","4","vmtmkrk","vkst"
"559","A21",4,"F","right","atop","kolkul moy kolkul rae valtal rae valtal","[[[1,[0]],[0]],1]",1597776866,"false","4","kmkrvrv","vkst"
"560","A21",4,"F","right","atop","tontin moy tontin rae valtal rae siso","[[[3,3],[0]],[2]]",1597776904,"false","4","tmtrvrs","vkst"
"561","A22",4,"E","right","atop","soko","0",1597870198,"true","1","s","svtk"
"562","A22",4,"E","right","atop","vilval","1",1597870202,"true","1","v","svtk"
"563","A22",4,"E","right","atop","tulkul","2",1597870208,"true","1","t","svtk"
"564","A22",4,"E","right","atop","kinsin","3",1597870212,"true","1","k","svtk"
"565","A22",4,"E","right","atop","soko rae tulkul","[0,[2]]",1597870225,"true","2","srt","svtk"
"566","A22",4,"E","right","atop","soko moy vilval","[1,0]",1597870233,"true","2","smv","svtk"
"567","A22",4,"E","right","atop","kinsin moy soko","[0,3]",1597870242,"true","2","kms","svtk"
"568","A22",4,"E","right","atop","kinsin rae vilval","[3,[1]]",1597870250,"true","2","krv","svtk"
"569","A22",4,"E","right","atop","kinsin moy tulkul","[2,3]",1597870258,"true","2","kmt","svtk"
"570","A22",4,"E","right","atop","tulkul moy kinsin","[3,2]",1597870266,"true","2","tmk","svtk"
"571","A22",4,"E","right","atop","tulkul rae soko","[2,[0]]",1597870272,"true","2","trs","svtk"
"572","A22",4,"E","right","atop","tulkul rae vilval","[2,[1]]",1597870281,"true","2","trv","svtk"
"573","A22",4,"E","right","atop","soko moy kinsin","[3,0]",1597870288,"false","2","smk","svtk"
"574","A22",4,"E","right","atop","vilval rae tulkul","[1,[2]]",1597870293,"false","2","vrt","svtk"
"575","A22",4,"E","right","atop","vilval moy soko","[0,1]",1597870299,"false","2","vms","svtk"
"576","A22",4,"E","right","atop","vilval rae kinsin","[1,[3]]",1597870308,"false","2","vrk","svtk"
"577","A22",4,"E","right","atop","kinsin rae kinsin rae tulkul","[[3,[3]],[2]]",1597870317,"true","3","krkrt","svtk"
"578","A22",4,"E","right","atop","kinsin rae soko moy tulkul","[2,[3,[0]]]",1597870329,"true","3","krsmt","svtk"
"579","A22",4,"E","right","atop","soko rae soko moy tulkul","[0,[[2,0]]]",1597870341,"true","3","srsmt","svtk"
"580","A22",4,"E","right","atop","tulkul moy kinsin rae soko","[[3,2],[0]]",1597870354,"true","3","tmkrs","svtk"
"581","A22",4,"E","right","atop","vilval rae tulkul rae tulkul","[[1,[2]],[2]]",1597870363,"true","3","vrtrt","svtk"
"582","A22",4,"E","right","atop","kinsin rae kinsin moy vilval","[1,[3,[3]]]",1597870372,"true","3","krkmv","svtk"
"583","A22",4,"E","right","atop","tulkul moy vilval rae tulkul","[[1,[2]],2]",1597870387,"true","3","tmvrt","svtk"
"584","A22",4,"E","right","atop","kinsin moy soko rae vilval","[[0,3],[1]]",1597870397,"true","3","kmsrv","svtk"
"585","A22",4,"E","right","atop","soko rae vilval moy vilval","[0,[[1,1]]]",1597870407,"false","3","srvmv","svtk"
"586","A22",4,"E","right","atop","soko moy kinsin moy kinsin","[[3,3],0]",1597870424,"false","3","smkmk","svtk"
"587","A22",4,"E","right","atop","soko moy vilval rae vilval","[[1,[1]],0]",1597870433,"false","3","smvrv","svtk"
"588","A22",4,"E","right","atop","soko moy tulkul moy vilval","[[1,2],0]",1597870441,"false","3","smtmv","svtk"
"589","A22",4,"E","right","atop","tulkul rae kinsin moy tulkul moy kinsin","[3,[2,[2,[3]]]]",1597870453,"false","4","trkmtmk","svtk"
"590","A22",4,"E","right","atop","vilval rae vilval moy tulkul moy tulkul","[1,[[2,[2,1]]]]",1597870469,"false","4","vrvmtmt","svtk"
"591","A22",4,"E","right","atop","vilval moy kinsin rae kinsin moy kinsin","[[[3,1],[3]],3]",1597870510,"false","4","vmkrkmk","svtk"
"592","A22",4,"E","right","atop","soko rae kinsin rae vilval moy vilval","[0,[[3,[[1,1]]]]]",1597870524,"false","4","srkrvmv","svtk"
"593","A22",4,"E","right","atop","soko moy vilval moy soko rae tulkul","[[[0,1],0],[2]]",1597870536,"false","4","smvmsrt","svtk"
"594","A22",4,"E","right","atop","tulkul moy vilval moy soko moy tulkul","[[[2,0],1],2]",1597870549,"false","4","tmvmsmt","svtk"
"595","A22",4,"E","right","atop","kinsin rae soko rae soko moy soko","[0,[3,[[0,[0]]]]]",1597870558,"false","4","krsrsms","svtk"
"596","A22",4,"E","right","atop","tulkul rae vilval rae tulkul rae kinsin","[[[2,[1]],[2]],[3]]",1597870568,"false","4","trvrtrk","svtk"
"597","A22",4,"E","right","atop","soko rae kinsin moy tulkul moy tulkul","[2,[0,[[2,3]]]]",1597870586,"false","4","srkmtmt","svtk"
"598","A22",4,"E","right","atop","soko moy kinsin moy vilval rae vilval","[[[1,[1]],3],0]",1597870600,"false","4","smkmvrv","svtk"
"599","A22",4,"E","right","atop","vilval moy vilval rae soko rae soko","[[[1,[0]],[0]],1]",1597870613,"false","4","vmvrsrs","svtk"
"600","A22",4,"E","right","atop","kinsin moy kinsin rae soko rae tulkul","[[[3,3],[0]],[2]]",1597870623,"false","4","kmkrsrt","svtk"
"601","A23",1,"H","right","atop","sulsal","0",1597340030,"true","1","s","stkv"
"602","A23",1,"H","right","atop","tinkin","1",1597340036,"true","1","t","stkv"
"603","A23",1,"H","right","atop","kakan","2",1597340042,"true","1","k","stkv"
"604","A23",1,"H","right","atop","volsol","3",1597340047,"true","1","v","stkv"
"605","A23",1,"H","right","atop","sulsal rae kakan","[0,[2]]",1597340092,"true","2","srk","stkv"
"606","A23",1,"H","right","atop","sulsal moy tinkin","[1,0]",1597340105,"true","2","smt","stkv"
"607","A23",1,"H","right","atop","sulsal volsol moy","[0,3]",1597340120,"true","2","svm","stkv"
"608","A23",1,"H","right","atop","volsol rae tinkin","[3,[1]]",1597340135,"true","2","vrt","stkv"
"609","A23",1,"H","right","atop","volsol kakan moy","[2,3]",1597340144,"true","2","vkm","stkv"
"610","A23",1,"H","right","atop","kakan moy volsol","[3,2]",1597340158,"true","2","kmv","stkv"
"611","A23",1,"H","right","atop","kakan rae sulsal","[2,[0]]",1597340170,"true","2","krs","stkv"
"612","A23",1,"H","right","atop","kakan rae tinkin","[2,[1]]",1597340178,"true","2","krt","stkv"
"613","A23",1,"H","right","atop","sulsal volsol moy","[3,0]",1597340190,"false","2","svm","stkv"
"614","A23",1,"H","right","atop","tinkin rae kakan","[1,[2]]",1597340210,"false","2","trk","stkv"
"615","A23",1,"H","right","atop","kakan moy tinkin","[0,1]",1597340235,"false","2","kmt","stkv"
"616","A23",1,"H","right","atop","rae tinkin volsol","[1,[3]]",1597340250,"false","2","rtv","stkv"
"617","A23",1,"H","right","atop","rae kakan volsol rae volsol","[[3,[3]],[2]]",1597340290,"true","3","rkvrv","stkv"
"618","A23",1,"H","right","atop","kakan moy volsol rae sulsal","[2,[3,[0]]]",1597340319,"true","3","kmvrs","stkv"
"619","A23",1,"H","right","atop","sulsal rae kakan kakan moy","[0,[[2,0]]]",1597340352,"true","3","srkkm","stkv"
"620","A23",1,"H","right","atop","rae kakan moy volsol sulsal","[[3,2],[0]]",1597340388,"true","3","rkmvs","stkv"
"621","A23",1,"H","right","atop","rae kakan rae rae tinkin","[[1,[2]],[2]]",1597340434,"true","3","rkrrt","stkv"
"622","A23",1,"H","right","atop","moy tinkin volsol rae volsol","[1,[3,[3]]]",1597340457,"true","3","mtvrv","stkv"
"623","A23",1,"H","right","atop","rae tinkin kakan moy kakan","[[1,[2]],2]",1597340479,"true","3","rtkmk","stkv"
"624","A23",1,"H","right","atop","volsol moy sulsal rae tinkin","[[0,3],[1]]",1597340499,"true","3","vmsrt","stkv"
"625","A23",1,"H","right","atop","tinkin moy tinkin rae sulsal","[0,[[1,1]]]",1597340517,"false","3","tmtrs","stkv"
"626","A23",1,"H","right","atop","sulsal moy volsol moy volsol","[[3,3],0]",1597340538,"false","3","smvmv","stkv"
"627","A23",1,"H","right","atop","sulsal moy tinkin tinkin rae","[[1,[1]],0]",1597340560,"false","3","smttr","stkv"
"628","A23",1,"H","right","atop","sulsal moy kakan moy tinkin","[[1,2],0]",1597340574,"false","3","smkmt","stkv"
"629","A23",1,"H","right","atop","rae kakan tinkin moy kakan volsol moy","[3,[2,[2,[3]]]]",1597340608,"false","4","rktmkvm","stkv"
"630","A23",1,"H","right","atop","rae tinkin tinkin moy kakan moy kakan","[1,[[2,[2,1]]]]",1597340634,"false","4","rttmkmk","stkv"
"631","A23",1,"H","right","atop","tinkin moy volsol rae tinkin moy volsol","[[[3,1],[3]],3]",1597340659,"false","4","tmvrtmv","stkv"
"632","A23",1,"H","right","atop","rae sulsal rae volsol tinkin moy tinkin","[0,[[3,[[1,1]]]]]",1597340682,"false","4","rsrvtmt","stkv"
"633","A23",1,"H","right","atop","sulsal moy tinkin moy sulsal rae kakan","[[[0,1],0],[2]]",1597340705,"false","4","smtmsrk","stkv"
"634","A23",1,"H","right","atop","moy kakan moy tinkin moy sulsal moy","[[[2,0],1],2]",1597340756,"false","4","mkmtmsm","stkv"
"635","A23",1,"H","right","atop","moy sulsal sulsal rae sulsal rae volsol","[0,[3,[[0,[0]]]]]",1597340783,"false","4","mssrsrv","stkv"
"636","A23",1,"H","right","atop","kakan rae tinkin rae kakan rae volsol","[[[2,[1]],[2]],[3]]",1597340807,"false","4","krtrkrv","stkv"
"637","A23",1,"H","right","atop","sulsal rae tinkin kakan moy moy kakan","[2,[0,[[2,3]]]]",1597340837,"false","4","srtkmmk","stkv"
"638","A23",1,"H","right","atop","sulsal volsol moy moy tinkin rae tinkin","[[[1,[1]],3],0]",1597340863,"false","4","svmmtrt","stkv"
"639","A23",1,"H","right","atop","tinkin sulsal moy rae sulsal tinkin rae","[[[1,[0]],[0]],1]",1597340892,"false","4","tsmrstr","stkv"
"640","A23",1,"H","right","atop","volsol volsol moy rae sulsal rae kakan","[[[3,3],[0]],[2]]",1597340928,"false","4","vvmrsrk","stkv"
"641","A24",4,"G","left","under","valtal","0",1597877035,"true","1","v","vkst"
"642","A24",4,"G","left","under","kolkul","1",1597877038,"true","1","k","vkst"
"643","A24",4,"G","left","under","siso","2",1597877042,"true","1","s","vkst"
"644","A24",4,"G","left","under","tontin","3",1597877045,"true","1","t","vkst"
"645","A24",4,"G","left","under","siso rae valtal","[0,[2]]",1597877057,"true","2","srv","vkst"
"646","A24",4,"G","left","under","kolkul moy valtal","[1,0]",1597877064,"true","2","kmv","vkst"
"647","A24",4,"G","left","under","valtal moy tontin","[0,3]",1597877070,"true","2","vmt","vkst"
"648","A24",4,"G","left","under","kolkul rae tontin","[3,[1]]",1597877077,"true","2","krt","vkst"
"649","A24",4,"G","left","under","siso moy tontin","[2,3]",1597877085,"true","2","smt","vkst"
"650","A24",4,"G","left","under","tontin moy siso","[3,2]",1597877090,"true","2","tms","vkst"
"651","A24",4,"G","left","under","valtal rae siso","[2,[0]]",1597877096,"true","2","vrs","vkst"
"652","A24",4,"G","left","under","kolkul rae siso","[2,[1]]",1597877113,"true","2","krs","vkst"
"653","A24",4,"G","left","under","tontin moy valtal","[3,0]",1597877119,"false","2","tmv","vkst"
"654","A24",4,"G","left","under","siso rae kolkul","[1,[2]]",1597877128,"false","2","srk","vkst"
"655","A24",4,"G","left","under","valtal moy kolkul","[0,1]",1597877133,"false","2","vmk","vkst"
"656","A24",4,"G","left","under","tontin rae kolkul","[1,[3]]",1597877138,"false","2","trk","vkst"
"657","A24",4,"G","left","under","siso rae tontin tontin tontin","[[3,[3]],[2]]",1597877146,"true","3","srttt","vkst"
"658","A24",4,"G","left","under","siso moy valtal rae tontin","[2,[3,[0]]]",1597877171,"true","3","smvrt","vkst"
"659","A24",4,"G","left","under","siso moy valtal rae valtal","[0,[[2,0]]]",1597877188,"true","3","smvrv","vkst"
"660","A24",4,"G","left","under","valtal rae tontin moy siso","[[3,2],[0]]",1597877209,"true","3","vrtms","vkst"
"661","A24",4,"G","left","under","siso rae siso rae kolkul","[[1,[2]],[2]]",1597877219,"true","3","srsrk","vkst"
"662","A24",4,"G","left","under","kolkul moy tontin rae tontin","[1,[3,[3]]]",1597877230,"true","3","kmtrt","vkst"
"663","A24",4,"G","left","under","siso rae kolkul moy siso","[[1,[2]],2]",1597877248,"true","3","srkms","vkst"
"664","A24",4,"G","left","under","kolkul rae valtal moy tontin","[[0,3],[1]]",1597877270,"true","3","krvmt","vkst"
"665","A24",4,"G","left","under","kolkul moy kolkul rae valtal","[0,[[1,1]]]",1597877281,"false","3","kmkrv","vkst"
"666","A24",4,"G","left","under","tontin moy tontin moy valtal","[[3,3],0]",1597877289,"false","3","tmtmv","vkst"
"667","A24",4,"G","left","under","kolkul rae kolkul moy valtal","[[1,[1]],0]",1597877299,"false","3","krkmv","vkst"
"668","A24",4,"G","left","under","kolkul moy siso moy valtal","[[1,2],0]",1597877308,"false","3","kmsmv","vkst"
"669","A24",4,"G","left","under","tontin moy siso moy tontin rae siso","[3,[2,[2,[3]]]]",1597877320,"false","4","tmsmtrs","vkst"
"670","A24",4,"G","left","under","siso moy siso moy kolkul rae kolkul","[1,[[2,[2,1]]]]",1597877333,"false","4","smsmkrk","vkst"
"671","A24",4,"G","left","under","tontin tontin rae tontin moy kolkul valtal","[[[3,1],[3]],3]",1597877416,"false","4","ttrtmkv","vkst"
"672","A24",4,"G","left","under","kolkul moy kolkul rae tontin rae valtal","[0,[[3,[[1,1]]]]]",1597877428,"false","4","kmkrtrv","vkst"
"673","A24",4,"G","left","under","siso rae valtal moy kolkul moy valtal","[[[0,1],0],[2]]",1597877442,"false","4","srvmkmv","vkst"
"674","A24",4,"G","left","under","siso moy valtal moy kolkul moy siso","[[[2,0],1],2]",1597877452,"false","4","smvmkms","vkst"
"675","A24",4,"G","left","under","valtal moy valtal rae valtal rae tontin","[0,[3,[[0,[0]]]]]",1597877462,"false","4","vmvrvrt","vkst"
"676","A24",4,"G","left","under","tontin rae siso rae kolkul rae siso","[[[2,[1]],[2]],[3]]",1597877472,"false","4","trsrkrs","vkst"
"677","A24",4,"G","left","under","siso moy siso moy tontin rae valtal","[2,[0,[[2,3]]]]",1597877483,"false","4","smsmtrv","vkst"
"678","A24",4,"G","left","under","kolkul rae kolkul moy tontin moy valtal","[[[1,[1]],3],0]",1597877493,"false","4","krkmtmv","vkst"
"679","A24",4,"G","left","under","valtal rae valtal rae kolkul moy kolkul","[[[1,[0]],[0]],1]",1597877507,"false","4","vrvrkmk","vkst"
"680","A24",4,"G","left","under","siso rae valtal rae tontin moy tontin","[[[3,3],[0]],[2]]",1597877516,"false","4","srvrtmt","vkst"
"681","A25",3,"E","right","atop","soko","0",1597778798,"true","1","s","svtk"
"682","A25",3,"E","right","atop","vilval","1",1597778802,"true","1","v","svtk"
"683","A25",3,"E","right","atop","tulkul","2",1597778809,"true","1","t","svtk"
"684","A25",3,"E","right","atop","kinsin","3",1597778813,"true","1","k","svtk"
"685","A25",3,"E","right","atop","soko moy tulkul","[0,[2]]",1597778832,"true","2","smt","svtk"
"686","A25",3,"E","right","atop","soko moy vilval","[1,0]",1597778843,"true","2","smv","svtk"
"687","A25",3,"E","right","atop","kinsin moy soko","[0,3]",1597778853,"true","2","kms","svtk"
"688","A25",3,"E","right","atop","kinsin rae vilval","[3,[1]]",1597778863,"true","2","krv","svtk"
"689","A25",3,"E","right","atop","kinsin moy tulkul","[2,3]",1597778874,"true","2","kmt","svtk"
"690","A25",3,"E","right","atop","tulkul moy kinsin","[3,2]",1597778883,"true","2","tmk","svtk"
"691","A25",3,"E","right","atop","tulkul moy soko","[2,[0]]",1597778898,"true","2","tms","svtk"
"692","A25",3,"E","right","atop","tulkul rae vilval","[2,[1]]",1597778908,"true","2","trv","svtk"
"693","A25",3,"E","right","atop","soko moy kinsin","[3,0]",1597778916,"false","2","smk","svtk"
"694","A25",3,"E","right","atop","vilval rae tulkul","[1,[2]]",1597778926,"false","2","vrt","svtk"
"695","A25",3,"E","right","atop","vilval moy soko","[0,1]",1597778934,"false","2","vms","svtk"
"696","A25",3,"E","right","atop","vilval rae kinsin","[1,[3]]",1597778942,"false","2","vrk","svtk"
"697","A25",3,"E","right","atop","kinsin rae kinsin rae tulkul","[[3,[3]],[2]]",1597778953,"true","3","krkrt","svtk"
"698","A25",3,"E","right","atop","kinsin rae soko moy tulkul","[2,[3,[0]]]",1597778971,"true","3","krsmt","svtk"
"699","A25",3,"E","right","atop","soko moy soko moy tulkul","[0,[[2,0]]]",1597778995,"true","3","smsmt","svtk"
"700","A25",3,"E","right","atop","tulkul moy kinsin rae soko","[[3,2],[0]]",1597779013,"true","3","tmkrs","svtk"
"701","A25",3,"E","right","atop","vilval rae tulkul rae tulkul","[[1,[2]],[2]]",1597779021,"true","3","vrtrt","svtk"
"702","A25",3,"E","right","atop","kinsin rae kinsin moy vilval","[1,[3,[3]]]",1597779030,"true","3","krkmv","svtk"
"703","A25",3,"E","right","atop","tulkul moy vilval rae tulkul","[[1,[2]],2]",1597779050,"true","3","tmvrt","svtk"
"704","A25",3,"E","right","atop","kinsin moy soko rae vilval","[[0,3],[1]]",1597779063,"true","3","kmsrv","svtk"
"705","A25",3,"E","right","atop","soko rae vilval moy vilval","[0,[[1,1]]]",1597779082,"false","3","srvmv","svtk"
"706","A25",3,"E","right","atop","soko moy kinsin moy kinsin","[[3,3],0]",1597779095,"false","3","smkmk","svtk"
"707","A25",3,"E","right","atop","soko moy vilval rae vilval","[[1,[1]],0]",1597779107,"false","3","smvrv","svtk"
"708","A25",3,"E","right","atop","soko moy tulkul moy vilval","[[1,2],0]",1597779127,"false","3","smtmv","svtk"
"709","A25",3,"E","right","atop","tulkul rae vilval moy kinsin moy kinsin","[3,[2,[2,[3]]]]",1597779195,"false","4","trvmkmk","svtk"
"710","A25",3,"E","right","atop","vilval rae vilval moy tulkul moy tulkul","[1,[[2,[2,1]]]]",1597779210,"false","4","vrvmtmt","svtk"
"711","A25",3,"E","right","atop","kinsin moy kinsin rae vilval moy kinsin","[[[3,1],[3]],3]",1597779230,"false","4","kmkrvmk","svtk"
"712","A25",3,"E","right","atop","soko rae kinsin rae vilval moy vilval","[0,[[3,[[1,1]]]]]",1597779243,"false","4","srkrvmv","svtk"
"713","A25",3,"E","right","atop","soko moy vilval moy soko rae tulkul","[[[0,1],0],[2]]",1597779257,"false","4","smvmsrt","svtk"
"714","A25",3,"E","right","atop","tulkul moy vilval moy soko moy tulkul","[[[2,0],1],2]",1597779274,"false","4","tmvmsmt","svtk"
"715","A25",3,"E","right","atop","kinsin rae soko rae soko moy soko","[0,[3,[[0,[0]]]]]",1597779286,"false","4","krsrsms","svtk"
"716","A25",3,"E","right","atop","tulkul rae vilval moy rae kinsin kinsin","[[[2,[1]],[2]],[3]]",1597779308,"false","4","trvmrkk","svtk"
"717","A25",3,"E","right","atop","soko rae kinsin moy tulkul moy tulkul","[2,[0,[[2,3]]]]",1597779325,"false","4","srkmtmt","svtk"
"718","A25",3,"E","right","atop","soko moy kinsin moy vilval rae vilval","[[[1,[1]],3],0]",1597779338,"false","4","smkmvrv","svtk"
"719","A25",3,"E","right","atop","vilval moy vilval rae soko rae soko","[[[1,[0]],[0]],1]",1597779351,"false","4","vmvrsrs","svtk"
"720","A25",3,"E","right","atop","kinsin moy kinsin rae soko moy tulkul","[[[3,3],[0]],[2]]",1597779366,"false","4","kmkrsmt","svtk"
"721","A26",4,"K","right","under","tuntul","0",1597854081,"true","1","t","tvsk"
"722","A26",4,"K","right","under","vinkin","1",1597854087,"true","1","v","tvsk"
"723","A26",4,"K","right","under","sosi","2",1597854090,"true","1","s","tvsk"
"724","A26",4,"K","right","under","kanka","3",1597854094,"true","1","k","tvsk"
"725","A26",4,"K","right","under","rae sosi tuntul","[0,[2]]",1597854110,"true","2","rst","tvsk"
"726","A26",4,"K","right","under","moy tuntul vinkin","[1,0]",1597854123,"true","2","mtv","tvsk"
"727","A26",4,"K","right","under","moy kanka tuntul","[0,3]",1597854130,"true","2","mkt","tvsk"
"728","A26",4,"K","right","under","rae vinkin kanka","[3,[1]]",1597854137,"true","2","rvk","tvsk"
"729","A26",4,"K","right","under","rae moy kanka","[2,3]",1597854149,"true","2","rmk","tvsk"
"730","A26",4,"K","right","under","moy sosi kanka","[3,2]",1597854156,"true","2","msk","tvsk"
