"","workerId","gen","chain","prepM","prepR","strings","arrayTraining","time","seen","level","encodingCorrected","consonants"
"2071","A56",5,"C","right","atop","solsil moy solsil vinkin rae solsil rae","[[[3,1],[3]],3]",1597929567,"false","4","smsvrsr","kvts"
"2072","A56",5,"C","right","atop","kuka rae solsil rae vinkin moy vinkin","[0,[[3,[[1,1]]]]]",1597929580,"false","4","krsrvmv","kvts"
"2073","A56",5,"C","right","atop","kuka moy vinkin moy kuka rae tultol","[[[0,1],0],[2]]",1597929593,"false","4","kmvmkrt","kvts"
"2074","A56",5,"C","right","atop","tultol moy vinkin moy kuka moy tultol","[[[2,0],1],2]",1597929609,"false","4","tmvmkmt","kvts"
"2075","A56",5,"C","right","atop","solsil rae kuka rae kuka moy kuka","[0,[3,[[0,[0]]]]]",1597929621,"false","4","srkrkmk","kvts"
"2076","A56",5,"C","right","atop","tultol rae vinkin tultol rae solsil rae","[[[2,[1]],[2]],[3]]",1597929637,"false","4","trvtrsr","kvts"
"2077","A56",5,"C","right","atop","kuka rae solsil solsil moy tultol moy","[2,[0,[[2,3]]]]",1597929651,"false","4","krssmtm","kvts"
"2078","A56",5,"C","right","atop","kuka moy solsil moy vinkin rae vinkin","[[[1,[1]],3],0]",1597929661,"false","4","kmsmvrv","kvts"
"2079","A56",5,"C","right","atop","vinkin moy vinkin rae kuka rae kuka","[[[1,[0]],[0]],1]",1597929674,"false","4","vmvrkrk","kvts"
"2080","A56",5,"C","right","atop","solsil moy solsil rae kuka rae tultol","[[[3,3],[0]],[2]]",1597929687,"false","4","smsrkrt","kvts"
"2081","A57",5,"B","left","atop","vusu","0",1597913292,"true","1","v","vtsk"
"2082","A57",5,"B","left","atop","tinkin","1",1597913299,"true","1","t","vtsk"
"2083","A57",5,"B","left","atop","solson","2",1597913312,"true","1","s","vtsk"
"2084","A57",5,"B","left","atop","kolkil","3",1597913320,"true","1","k","vtsk"
"2085","A57",5,"B","left","atop","vusu rae tinkin","[0,[2]]",1597913334,"true","2","vrt","vtsk"
"2086","A57",5,"B","left","atop","tinkin moy vusu","[1,0]",1597913347,"true","2","tmv","vtsk"
"2087","A57",5,"B","left","atop","vusu moy kolkil","[0,3]",1597913380,"true","2","vmk","vtsk"
"2088","A57",5,"B","left","atop","kolkil rae tinkin","[3,[1]]",1597913402,"true","2","krt","vtsk"
"2089","A57",5,"B","left","atop","solson moy kolkil","[2,3]",1597913432,"true","2","smk","vtsk"
"2090","A57",5,"B","left","atop","kolkil moy solson","[3,2]",1597913454,"true","2","kms","vtsk"
"2091","A57",5,"B","left","atop","solson rae vusu","[2,[0]]",1597913467,"true","2","srv","vtsk"
"2092","A57",5,"B","left","atop","solson rae tinkin","[2,[1]]",1597913478,"true","2","srt","vtsk"
"2093","A57",5,"B","left","atop","kolkil moy vusu","[3,0]",1597913497,"false","2","kmv","vtsk"
"2094","A57",5,"B","left","atop","tinkin rae solson","[1,[2]]",1597913507,"false","2","trs","vtsk"
"2095","A57",5,"B","left","atop","vusu moy tinkin","[0,1]",1597913516,"false","2","vmt","vtsk"
"2096","A57",5,"B","left","atop","tinkin rae kolkil","[1,[3]]",1597913525,"false","2","trk","vtsk"
"2097","A57",5,"B","left","atop","kolkil rae kolkil rae solson","[[3,[3]],[2]]",1597913546,"true","3","krkrs","vtsk"
"2098","A57",5,"B","left","atop","solson moy kolkil rae vusu","[2,[3,[0]]]",1597913572,"true","3","smkrv","vtsk"
"2099","A57",5,"B","left","atop","vusu rae solson moy vusu","[0,[[2,0]]]",1597913589,"true","3","vrsmv","vtsk"
"2100","A57",5,"B","left","atop","kolkil moy solson rae vusu","[[3,2],[0]]",1597913635,"true","3","kmsrv","vtsk"
"2101","A57",5,"B","left","atop","tinkin rae solson rae solson","[[1,[2]],[2]]",1597913649,"true","3","trsrs","vtsk"
"2102","A57",5,"B","left","atop","tinkin moy kolkil rae kolkil","[1,[3,[3]]]",1597913664,"true","3","tmkrk","vtsk"
"2103","A57",5,"B","left","atop","tinkin rae solson moy solson","[[1,[2]],2]",1597913710,"true","3","trsms","vtsk"
"2104","A57",5,"B","left","atop","vusu moy kolkil rae tinkin","[[0,3],[1]]",1597913726,"true","3","vmkrt","vtsk"
"2105","A57",5,"B","left","atop","vusu rae tinkin moy tinkin","[0,[[1,1]]]",1597913738,"false","3","vrtmt","vtsk"
"2106","A57",5,"B","left","atop","kolkil moy kolkil moy vusu","[[3,3],0]",1597913755,"false","3","kmkmv","vtsk"
"2107","A57",5,"B","left","atop","tinkin rae tinkin moy vusu","[[1,[1]],0]",1597913769,"false","3","trtmv","vtsk"
"2108","A57",5,"B","left","atop","tinkin moy solson moy vusu","[[1,2],0]",1597913781,"false","3","tmsmv","vtsk"
"2109","A57",5,"B","left","atop","kolkil moy solson moy solson rae kolkil","[3,[2,[2,[3]]]]",1597913799,"false","4","kmsmsrk","vtsk"
"2110","A57",5,"B","left","atop","kolkil rae solson vusu solson kolkil kolkil","[1,[[2,[2,1]]]]",1597913843,"false","4","krsvskk","vtsk"
"2111","A57",5,"B","left","atop","kolkil moy tinkin rae kolkil moy kolkil","[[[3,1],[3]],3]",1597913870,"false","4","kmtrkmk","vtsk"
"2112","A57",5,"B","left","atop","vusu rae kolkil rae tinkin moy tinkin","[0,[[3,[[1,1]]]]]",1597913888,"false","4","vrkrtmt","vtsk"
"2113","A57",5,"B","left","atop","vusu moy tinkin moy vusu rae solson","[[[0,1],0],[2]]",1597913915,"false","4","vmtmvrs","vtsk"
"2114","A57",5,"B","left","atop","solson moy vusu moy tinkin moy solson","[[[2,0],1],2]",1597913935,"false","4","smvmtms","vtsk"
"2115","A57",5,"B","left","atop","vusu moy kolkil rae kolkil rae vusu","[0,[3,[[0,[0]]]]]",1597913966,"false","4","vmkrkrv","vtsk"
"2116","A57",5,"B","left","atop","solson rae tinkin rae solson rae kolkil","[[[2,[1]],[2]],[3]]",1597913993,"false","4","srtrsrk","vtsk"
"2117","A57",5,"B","left","atop","solson moy vusu rae solson moy kolkil","[2,[0,[[2,3]]]]",1597914044,"false","4","smvrsmk","vtsk"
"2118","A57",5,"B","left","atop","tinkin rae tinkin moy kolkil moy vusu","[[[1,[0]],[0]],1]",1597914076,"false","4","trtmkmv","vtsk"
"2119","A57",5,"B","left","atop","tinkin rae vusu rae vusu moy tinkin","[[[1,[1]],3],0]",1597914076,"false","4","trvrvmt","vtsk"
"2120","A57",5,"B","left","atop","kolkil moy kolkil rae vusu rae solson","[[[3,3],[0]],[2]]",1597914094,"false","4","kmkrvrs","vtsk"
"2121","A58",1,"G","left","under","valtal","0",1597219526,"true","1","v","vkst"
"2122","A58",1,"G","left","under","kolkul","1",1597219532,"true","1","k","vkst"
"2123","A58",1,"G","left","under","siso","2",1597219536,"true","1","s","vkst"
"2124","A58",1,"G","left","under","tontin","3",1597219541,"true","1","t","vkst"
"2125","A58",1,"G","left","under","siso rae valtal","[0,[2]]",1597219558,"true","2","srv","vkst"
"2126","A58",1,"G","left","under","kolkul moy valtal","[1,0]",1597219570,"true","2","kmv","vkst"
"2127","A58",1,"G","left","under","valtal moy tontin","[0,3]",1597219576,"true","2","vmt","vkst"
"2128","A58",1,"G","left","under","kolkul rae tontin","[3,[1]]",1597219590,"true","2","krt","vkst"
"2129","A58",1,"G","left","under","siso moy tontin","[2,3]",1597219602,"true","2","smt","vkst"
"2130","A58",1,"G","left","under","siso moy tontin","[3,2]",1597219620,"true","2","smt","vkst"
"2131","A58",1,"G","left","under","valtal rae siso","[2,[0]]",1597219632,"true","2","vrs","vkst"
"2132","A58",1,"G","left","under","kolkul rae siso","[2,[1]]",1597219640,"true","2","krs","vkst"
"2133","A58",1,"G","left","under","tontin moy valtal","[3,0]",1597219648,"false","2","tmv","vkst"
"2134","A58",1,"G","left","under","siso rae kolkul","[1,[2]]",1597219657,"false","2","srk","vkst"
"2135","A58",1,"G","left","under","valtal moy kolkul","[0,1]",1597219664,"false","2","vmk","vkst"
"2136","A58",1,"G","left","under","tontin rae kolkul","[1,[3]]",1597219673,"false","2","trk","vkst"
"2137","A58",1,"G","left","under","siso tontin tontin rae rae","[[3,[3]],[2]]",1597219703,"true","3","sttrr","vkst"
"2138","A58",1,"G","left","under","siso moy valtal rae tontin","[2,[3,[0]]]",1597219733,"true","3","smvrt","vkst"
"2139","A58",1,"G","left","under","siso moy valtal rae valtal","[0,[[2,0]]]",1597219757,"true","3","smvrv","vkst"
"2140","A58",1,"G","left","under","valtal rae tontin moy siso","[[3,2],[0]]",1597219788,"true","3","vrtms","vkst"
"2141","A58",1,"G","left","under","siso rae siso rae kolkul","[[1,[2]],[2]]",1597219817,"true","3","srsrk","vkst"
"2142","A58",1,"G","left","under","kolkul moy tontin rae tontin","[1,[3,[3]]]",1597219835,"true","3","kmtrt","vkst"
"2143","A58",1,"G","left","under","siso rae kolkul moy siso","[[1,[2]],2]",1597219862,"true","3","srkms","vkst"
"2144","A58",1,"G","left","under","moy valtal tontin rae kolkul","[[0,3],[1]]",1597219889,"true","3","mvtrk","vkst"
"2145","A58",1,"G","left","under","kolkul moy kolkul rae valtal","[0,[[1,1]]]",1597219907,"false","3","kmkrv","vkst"
"2146","A58",1,"G","left","under","tontin moy tontin moy valtal","[[3,3],0]",1597219925,"false","3","tmtmv","vkst"
"2147","A58",1,"G","left","under","kolkul rae kolkul moy valtal","[[1,[1]],0]",1597219949,"false","3","krkmv","vkst"
"2148","A58",1,"G","left","under","kolkul moy siso moy valtal","[[1,2],0]",1597219960,"false","3","kmsmv","vkst"
"2149","A58",1,"G","left","under","tontin moy siso moy tontin rae siso","[3,[2,[2,[3]]]]",1597219982,"false","4","tmsmtrs","vkst"
"2150","A58",1,"G","left","under","siso moy siso moy kolkul rae kolkul","[1,[[2,[2,1]]]]",1597220003,"false","4","smsmkrk","vkst"
"2151","A58",1,"G","left","under","moy tontin tontin rae tontin moy kolkul","[[[3,1],[3]],3]",1597220046,"false","4","mttrtmk","vkst"
"2152","A58",1,"G","left","under","kolkul moy kolkul rae tontin rae valtal","[0,[[3,[[1,1]]]]]",1597220068,"false","4","kmkrtrv","vkst"
"2153","A58",1,"G","left","under","siso rae valtal moy kolkul moy valtal","[[[0,1],0],[2]]",1597220085,"false","4","srvmkmv","vkst"
"2154","A58",1,"G","left","under","siso moy valtal moy kolkul moy siso","[[[2,0],1],2]",1597220098,"false","4","smvmkms","vkst"
"2155","A58",1,"G","left","under","valtal moy valtal moy tontin moy valtal","[0,[3,[[0,[0]]]]]",1597220131,"false","4","vmvmtmv","vkst"
"2156","A58",1,"G","left","under","tontin moy siso moy kolkul rae siso","[[[2,[1]],[2]],[3]]",1597220146,"false","4","tmsmkrs","vkst"
"2157","A58",1,"G","left","under","siso moy siso moy tontin rae valtal","[2,[0,[[2,3]]]]",1597220173,"false","4","smsmtrv","vkst"
"2158","A58",1,"G","left","under","kolkul rae kolkul moy tontin moy valtal","[[[1,[1]],3],0]",1597220192,"false","4","krkmtmv","vkst"
"2159","A58",1,"G","left","under","valtal rae valtal rae kolkul moy kolkul","[[[1,[0]],[0]],1]",1597220214,"false","4","vrvrkmk","vkst"
"2160","A58",1,"G","left","under","siso rae valtal rae tontin moy tontin","[[[3,3],[0]],[2]]",1597220233,"false","4","srvrtmt","vkst"
"2161","A59",5,"G","left","under","valtal","0",1597932620,"true","1","v","vkst"
"2162","A59",5,"G","left","under","kolkul","1",1597932624,"true","1","k","vkst"
"2163","A59",5,"G","left","under","siso","2",1597932627,"true","1","s","vkst"
"2164","A59",5,"G","left","under","tontin","3",1597932631,"true","1","t","vkst"
"2165","A59",5,"G","left","under","siso rae valtal","[0,[2]]",1597932641,"true","2","srv","vkst"
"2166","A59",5,"G","left","under","kolkul moy valtal","[1,0]",1597932649,"true","2","kmv","vkst"
"2167","A59",5,"G","left","under","valtal moy tontin","[0,3]",1597932656,"true","2","vmt","vkst"
"2168","A59",5,"G","left","under","kolkul rae tontin","[3,[1]]",1597932662,"true","2","krt","vkst"
"2169","A59",5,"G","left","under","siso moy tontin","[2,3]",1597932667,"true","2","smt","vkst"
"2170","A59",5,"G","left","under","tontin moy siso","[3,2]",1597932672,"true","2","tms","vkst"
"2171","A59",5,"G","left","under","valtal rae siso","[2,[0]]",1597932679,"true","2","vrs","vkst"
"2172","A59",5,"G","left","under","kolkul rae siso","[2,[1]]",1597932685,"true","2","krs","vkst"
"2173","A59",5,"G","left","under","tontin moy valtal","[3,0]",1597932691,"false","2","tmv","vkst"
"2174","A59",5,"G","left","under","siso rae kolkul","[1,[2]]",1597932695,"false","2","srk","vkst"
"2175","A59",5,"G","left","under","valtal moy kolkul","[0,1]",1597932702,"false","2","vmk","vkst"
"2176","A59",5,"G","left","under","tontin rae kolkul","[1,[3]]",1597932708,"false","2","trk","vkst"
"2177","A59",5,"G","left","under","siso rae tontin tontin tontin","[[3,[3]],[2]]",1597932719,"true","3","srttt","vkst"
"2178","A59",5,"G","left","under","siso moy valtal rae tontin","[2,[3,[0]]]",1597932730,"true","3","smvrt","vkst"
"2179","A59",5,"G","left","under","siso moy valtal rae valtal","[0,[[2,0]]]",1597932744,"true","3","smvrv","vkst"
"2180","A59",5,"G","left","under","valtal rae tontin moy siso","[[3,2],[0]]",1597932756,"true","3","vrtms","vkst"
"2181","A59",5,"G","left","under","siso rae siso rae kolkul","[[1,[2]],[2]]",1597932764,"true","3","srsrk","vkst"
"2182","A59",5,"G","left","under","kolkul moy tontin rae tontin","[1,[3,[3]]]",1597932774,"true","3","kmtrt","vkst"
"2183","A59",5,"G","left","under","siso rae kolkul moy siso","[[1,[2]],2]",1597932785,"true","3","srkms","vkst"
"2184","A59",5,"G","left","under","kolkul rae valtal moy tontin","[[0,3],[1]]",1597932796,"true","3","krvmt","vkst"
"2185","A59",5,"G","left","under","kolkul moy kolkul rae valtal","[0,[[1,1]]]",1597932812,"false","3","kmkrv","vkst"
"2186","A59",5,"G","left","under","tontin moy tontin moy valtal","[[3,3],0]",1597932822,"false","3","tmtmv","vkst"
"2187","A59",5,"G","left","under","kolkul rae kolkul moy valtal","[[1,[1]],0]",1597932832,"false","3","krkmv","vkst"
"2188","A59",5,"G","left","under","kolkul moy siso moy valtal","[[1,2],0]",1597932841,"false","3","kmsmv","vkst"
"2189","A59",5,"G","left","under","tontin moy siso moy tontin rae siso","[3,[2,[2,[3]]]]",1597932854,"false","4","tmsmtrs","vkst"
"2190","A59",5,"G","left","under","siso moy siso moy kolkul rae kolkul","[1,[[2,[2,1]]]]",1597932870,"false","4","smsmkrk","vkst"
"2191","A59",5,"G","left","under","tontin rae tontin moy kolkul moy tontin","[[[3,1],[3]],3]",1597932898,"false","4","trtmkmt","vkst"
"2192","A59",5,"G","left","under","kolkul moy kolkul rae tontin rae valtal","[0,[[3,[[1,1]]]]]",1597932915,"false","4","kmkrtrv","vkst"
"2193","A59",5,"G","left","under","siso rae valtal moy kolkul moy valtal","[[[0,1],0],[2]]",1597932930,"false","4","srvmkmv","vkst"
"2194","A59",5,"G","left","under","siso moy valtal moy kolkul moy siso","[[[2,0],1],2]",1597932940,"false","4","smvmkms","vkst"
"2195","A59",5,"G","left","under","valtal moy valtal rae valtal rae tontin","[0,[3,[[0,[0]]]]]",1597932951,"false","4","vmvrvrt","vkst"
"2196","A59",5,"G","left","under","tontin rae siso rae kolkul rae siso","[[[2,[1]],[2]],[3]]",1597932962,"false","4","trsrkrs","vkst"
"2197","A59",5,"G","left","under","siso moy siso moy tontin rae valtal","[2,[0,[[2,3]]]]",1597932977,"false","4","smsmtrv","vkst"
"2198","A59",5,"G","left","under","kolkul rae kolkul moy tontin moy valtal","[[[1,[1]],3],0]",1597932988,"false","4","krkmtmv","vkst"
"2199","A59",5,"G","left","under","valtal rae valtal rae kolkul moy kolkul","[[[1,[0]],[0]],1]",1597933000,"false","4","vrvrkmk","vkst"
"2200","A59",5,"G","left","under","siso rae valtal rae tontin moy tontin","[[[3,3],[0]],[2]]",1597933010,"false","4","srvrtmt","vkst"
"2201","A6",3,"L","right","under","kilkul","0",1597761078,"true","1","k","kvts"
"2202","A6",3,"L","right","under","vanva","1",1597761084,"true","1","v","kvts"
"2203","A6",3,"L","right","under","tovo","2",1597761095,"true","1","t","kvts"
"2204","A6",3,"L","right","under","sunsin","3",1597761100,"true","1","s","kvts"
"2205","A6",3,"L","right","under","tovo rae kilkul","[0,[2]]",1597761118,"true","2","trk","kvts"
"2206","A6",3,"L","right","under","kilkul moy vanva","[1,0]",1597761128,"true","2","kmv","kvts"
"2207","A6",3,"L","right","under","sunsin moy kilkul","[0,3]",1597761139,"true","2","smk","kvts"
"2208","A6",3,"L","right","under","vanva rae sunsin","[3,[1]]",1597761150,"true","2","vrs","kvts"
"2209","A6",3,"L","right","under","sunsin moy tovo","[2,3]",1597761158,"true","2","smt","kvts"
"2210","A6",3,"L","right","under","tovo rae sunsin","[3,2]",1597761166,"true","2","trs","kvts"
"2211","A6",3,"L","right","under","kilkul rae tovo","[2,[0]]",1597761176,"true","2","krt","kvts"
"2212","A6",3,"L","right","under","vanva moy kilkul","[2,[1]]",1597761182,"true","2","vmk","kvts"
"2213","A6",3,"L","right","under","kilkul rae sunsin","[3,0]",1597761200,"false","2","krs","kvts"
"2214","A6",3,"L","right","under","rae tovo vanva","[1,[2]]",1597761219,"false","2","rtv","kvts"
"2215","A6",3,"L","right","under","vanva moy kilkul","[0,1]",1597761243,"false","2","vmk","kvts"
"2216","A6",3,"L","right","under","sunsin rae vanva","[1,[3]]",1597761255,"false","2","srv","kvts"
"2217","A6",3,"L","right","under","tovo rae sunsin rae sunsin","[[3,[3]],[2]]",1597761276,"true","3","trsrs","kvts"
"2218","A6",3,"L","right","under","kilkul rae sunsin moy tovo","[2,[3,[0]]]",1597761290,"true","3","krsmt","kvts"
"2219","A6",3,"L","right","under","kilkul moy tovo rae kilkul","[0,[[2,0]]]",1597761302,"true","3","kmtrk","kvts"
"2220","A6",3,"L","right","under","kilkul rae tovo moy sunsin","[[3,2],[0]]",1597761315,"true","3","krtms","kvts"
"2221","A6",3,"L","right","under","tovo rae tovo rae vanva","[[1,[2]],[2]]",1597761330,"true","3","trtrv","kvts"
"2222","A6",3,"L","right","under","sunsin rae sunsin moy vanva","[1,[3,[3]]]",1597761342,"true","3","srsmv","kvts"
"2223","A6",3,"L","right","under","tovo moy tovo rae vanva","[[1,[2]],2]",1597761360,"true","3","tmtrv","kvts"
"2224","A6",3,"L","right","under","vanva rae sunsin moy kilkul","[[0,3],[1]]",1597761377,"true","3","vrsmk","kvts"
"2225","A6",3,"L","right","under","vanva moy vanva rae kilkul","[0,[[1,1]]]",1597761397,"false","3","vmvrk","kvts"
"2226","A6",3,"L","right","under","kilkul moy sunsin moy sunsin","[[3,3],0]",1597761408,"false","3","kmsms","kvts"
"2227","A6",3,"L","right","under","kilkul moy vanva rae vanva","[[1,[1]],0]",1597761416,"false","3","kmvrv","kvts"
"2228","A6",3,"L","right","under","kilkul moy tovo moy vanva","[[1,2],0]",1597761425,"false","3","kmtmv","kvts"
"2229","A6",3,"L","right","under","sunsin rae tovo moy tovo moy sunsin","[3,[2,[2,[3]]]]",1597761442,"false","4","srtmtms","kvts"
"2230","A6",3,"L","right","under","vanva moy tovo moy tovo rae vanva","[1,[[2,[2,1]]]]",1597761454,"false","4","vmtmtrv","kvts"
"2231","A6",3,"L","right","under","sunsin moy sunsin rae vanva moy sunsin","[[[3,1],[3]],3]",1597761467,"false","4","smsrvms","kvts"
"2232","A6",3,"L","right","under","vanva moy vanva rae sunsin rae kilkul","[0,[[3,[[1,1]]]]]",1597761485,"false","4","vmvrsrk","kvts"
"2233","A6",3,"L","right","under","tovo rae kilkul moy vanva moy kilkul","[[[0,1],0],[2]]",1597761496,"false","4","trkmvmk","kvts"
"2234","A6",3,"L","right","under","tovo moy vanva moy kilkul moy tovo","[[[2,0],1],2]",1597761508,"false","4","tmvmkmt","kvts"
"2235","A6",3,"L","right","under","kilkul rae kilkul rae sunsin moy kilkul","[0,[3,[[0,[0]]]]]",1597761521,"false","4","krkrsmk","kvts"
"2236","A6",3,"L","right","under","sunsin rae tovo rae vanva tovo rae","[[[2,[1]],[2]],[3]]",1597761535,"false","4","srtrvtr","kvts"
"2237","A6",3,"L","right","under","sunsin moy tovo rae kilkul moy tovo","[2,[0,[[2,3]]]]",1597761548,"false","4","smtrkmt","kvts"
"2238","A6",3,"L","right","under","kilkul moy sunsin moy vanva rae vanva","[[[1,[1]],3],0]",1597761559,"false","4","kmsmvrv","kvts"
"2239","A6",3,"L","right","under","vanva moy kilkul rae kilkul rae vanva","[[[1,[0]],[0]],1]",1597761570,"false","4","vmkrkrv","kvts"
"2240","A6",3,"L","right","under","tovo rae kilkul rae sunsin moy sunsin","[[[3,3],[0]],[2]]",1597761581,"false","4","trkrsms","kvts"
"2241","A60",5,"K","right","under","tuntul","0",1597932736,"true","1","t","tvsk"
"2242","A60",5,"K","right","under","vinkin","1",1597932740,"true","1","v","tvsk"
"2243","A60",5,"K","right","under","sosi","2",1597932745,"true","1","s","tvsk"
"2244","A60",5,"K","right","under","kanka","3",1597932749,"true","1","k","tvsk"
"2245","A60",5,"K","right","under","rae sosi tuntul","[0,[2]]",1597932762,"true","2","rst","tvsk"
"2246","A60",5,"K","right","under","moy tuntul vinkin","[1,0]",1597932768,"true","2","mtv","tvsk"
"2247","A60",5,"K","right","under","moy kanka tuntul","[0,3]",1597932778,"true","2","mkt","tvsk"
"2248","A60",5,"K","right","under","rae vinkin kanka","[3,[1]]",1597932787,"true","2","rvk","tvsk"
"2249","A60",5,"K","right","under","moy kanka sosi","[2,3]",1597932794,"true","2","mks","tvsk"
"2250","A60",5,"K","right","under","moy sosi kanka","[3,2]",1597932799,"true","2","msk","tvsk"
"2251","A60",5,"K","right","under","rae tuntul sosi","[2,[0]]",1597932807,"true","2","rts","tvsk"
"2252","A60",5,"K","right","under","rae vinkin sosi","[2,[1]]",1597932813,"true","2","rvs","tvsk"
"2253","A60",5,"K","right","under","moy tuntul kanka","[3,0]",1597932822,"false","2","mtk","tvsk"
"2254","A60",5,"K","right","under","rae sosi vinkin","[1,[2]]",1597932828,"false","2","rsv","tvsk"
"2255","A60",5,"K","right","under","moy vinkin tuntul","[0,1]",1597932835,"false","2","mvt","tvsk"
"2256","A60",5,"K","right","under","rae kanka vinkin","[1,[3]]",1597932846,"false","2","rkv","tvsk"
"2257","A60",5,"K","right","under","rae kanka rae sosi kanka","[[3,[3]],[2]]",1597932860,"true","3","rkrsk","tvsk"
"2258","A60",5,"K","right","under","moy tuntul rae kanka sosi","[2,[3,[0]]]",1597932888,"true","3","mtrks","tvsk"
"2259","A60",5,"K","right","under","moy tuntul rae tuntul sosi","[0,[[2,0]]]",1597932931,"true","3","mtrts","tvsk"
"2260","A60",5,"K","right","under","rae tuntul moy sosi kanka","[[3,2],[0]]",1597932944,"true","3","rtmsk","tvsk"
"2261","A60",5,"K","right","under","rae sosi rae sosi vinkin","[[1,[2]],[2]]",1597932955,"true","3","rsrsv","tvsk"
"2262","A60",5,"K","right","under","moy kanka rae kanka vinkin","[1,[3,[3]]]",1597932978,"true","3","mkrkv","tvsk"
"2263","A60",5,"K","right","under","moy sosi rae sosi vinkin","[[1,[2]],2]",1597933006,"true","3","msrsv","tvsk"
"2264","A60",5,"K","right","under","rae vinkin moy kanka tuntul","[[0,3],[1]]",1597933019,"true","3","rvmkt","tvsk"
"2265","A60",5,"K","right","under","rae vinkin moy vinkin tuntul","[0,[[1,1]]]",1597933044,"false","3","rvmvt","tvsk"
"2266","A60",5,"K","right","under","moy tuntul moy kanka kanka","[[3,3],0]",1597933055,"false","3","mtmkk","tvsk"
"2267","A60",5,"K","right","under","moy tuntul rae vinkin vinkin","[[1,[1]],0]",1597933067,"false","3","mtrvv","tvsk"
"2268","A60",5,"K","right","under","moy tuntul moy sosi vinkin","[[1,2],0]",1597933078,"false","3","mtmsv","tvsk"
"2269","A60",5,"K","right","under","rae kanka sosi moy sosi kanka moy","[3,[2,[2,[3]]]]",1597933113,"false","4","rksmskm","tvsk"
"2270","A60",5,"K","right","under","moy vinkin moy sosi sosi rae vinkin","[1,[[2,[2,1]]]]",1597933131,"false","4","mvmssrv","tvsk"
"2271","A60",5,"K","right","under","rae moy kanka kanka rae kanka vinkin","[[[3,1],[3]],3]",1597933153,"false","4","rmkkrkv","tvsk"
"2272","A60",5,"K","right","under","rae moy vinkin vinkin rae kanka rae","[0,[[3,[[1,1]]]]]",1597933194,"false","4","rmvvrkr","tvsk"
"2273","A60",5,"K","right","under","rae sosi moy tuntul vinkin moy tuntul","[[[0,1],0],[2]]",1597933211,"false","4","rsmtvmt","tvsk"
"2274","A60",5,"K","right","under","moy sosi moy tuntul vinkin moy sosi","[[[2,0],1],2]",1597933224,"false","4","msmtvms","tvsk"
"2275","A60",5,"K","right","under","rae tuntul rae tuntul vinkin moy tuntul","[0,[3,[[0,[0]]]]]",1597933241,"false","4","rtrtvmt","tvsk"
"2276","A60",5,"K","right","under","rae kanka rae tuntul sosi rae sosi","[[[2,[1]],[2]],[3]]",1597933253,"false","4","rkrtsrs","tvsk"
"2277","A60",5,"K","right","under","moy kanka rae tuntul sosi moy sosi","[2,[0,[[2,3]]]]",1597933273,"false","4","mkrtsms","tvsk"
"2278","A60",5,"K","right","under","moy tuntul moy kanka rae vinkin vinkin","[[[1,[1]],3],0]",1597933290,"false","4","mtmkrvv","tvsk"
"2279","A60",5,"K","right","under","moy vinkin rae tuntul rae tuntul vinkin","[[[1,[0]],[0]],1]",1597933303,"false","4","mvrtrtv","tvsk"
"2280","A60",5,"K","right","under","rae sosi rae tuntul moy vinkin vinkin","[[[3,3],[0]],[2]]",1597933316,"false","4","rsrtmvv","tvsk"
"2281","A7",1,"J","right","under","toltul","0",1597236720,"true","1","t","tvks"
"2282","A7",1,"J","right","under","vivin","1",1597236726,"true","1","v","tvks"
"2283","A7",1,"J","right","under","sasan","3",1597236736,"true","1","s","tvks"
"2284","A7",1,"J","right","under","koto","2",1597236736,"true","1","k","tvks"
"2285","A7",1,"J","right","under","rae sasan toltul","[0,[2]]",1597236772,"true","2","rst","tvks"
"2286","A7",1,"J","right","under","moy vivin toltul","[1,0]",1597236792,"true","2","mvt","tvks"
"2287","A7",1,"J","right","under","moy toltul koto","[0,3]",1597236801,"true","2","mtk","tvks"
"2288","A7",1,"J","right","under","rae koto vivin","[3,[1]]",1597236811,"true","2","rkv","tvks"
"2289","A7",1,"J","right","under","moy sasan koto","[2,3]",1597236819,"true","2","msk","tvks"
"2290","A7",1,"J","right","under","moy koto sasan","[3,2]",1597236827,"true","2","mks","tvks"
"2291","A7",1,"J","right","under","rae sasan toltul","[2,[0]]",1597236837,"true","2","rst","tvks"
"2292","A7",1,"J","right","under","rae sasan vivin","[2,[1]]",1597236852,"true","2","rsv","tvks"
"2293","A7",1,"J","right","under","moy koto toltul","[3,0]",1597236856,"false","2","mkt","tvks"
"2294","A7",1,"J","right","under","rae sasan vivin","[1,[2]]",1597236867,"false","2","rsv","tvks"
"2295","A7",1,"J","right","under","moy toltul vivin","[0,1]",1597236875,"false","2","mtv","tvks"
"2296","A7",1,"J","right","under","rae vivin koto","[1,[3]]",1597236887,"false","2","rvk","tvks"
"2297","A7",1,"J","right","under","rae koto koto sasan koto","[[3,[3]],[2]]",1597236952,"true","3","rkksk","tvks"
"2298","A7",1,"J","right","under","moy sasan rae koto toltul","[2,[3,[0]]]",1597236970,"true","3","msrkt","tvks"
"2299","A7",1,"J","right","under","rae sasan toltul toltul toltul","[0,[[2,0]]]",1597237002,"true","3","rsttt","tvks"
"2300","A7",1,"J","right","under","rae koto sasan toltul rae","[[3,2],[0]]",1597237038,"true","3","rkstr","tvks"
