,Unnamed: 0,X,workerId,hitId,assignmentId,time,condition,chain,generation,level,trialType,nameTraining,arrayTraining,seenInTraining,inAmbig,choiceArray0,choiceArray1,choiceArray2,choiceArray3,correctChoiceNumber,participantChoiceNumber,participantText,compositionalAnswer,seenInTesting,conditionCE,conditionHeadN,correctLexicon,correctedAnswers,encodingCompositional,encodingCorrected,normedCorrectness,prepHorizGloss,prepVertGloss,consonants,Grammar_HInitial-noCE-Left-Atop,Grammar_HInitial-noCE-Left-Under,Grammar_HInitial-noCE-Right-Atop,Grammar_HInitial-noCE-Right-Under,Grammar_HFinal-noCE-Left-Atop,Grammar_HFinal-noCE-Left-Under,Grammar_HFinal-noCE-Right-Atop,Grammar_HFinal-noCE-Right-Under,Grammar_HInitial-CE-Left-Atop,Grammar_HInitial-CE-Left-Under,Grammar_HInitial-CE-Right-Atop,Grammar_HInitial-CE-Right-Under,Grammar_HFinal-CE-Left-Atop,Grammar_HFinal-CE-Left-Under,Grammar_HFinal-CE-Right-Atop,Grammar_HFinal-CE-Right-Under,Grammar_HInitial-Crossed-PreP-Left-Atop,Grammar_HInitial-Crossed-PreP-Left-Under,Grammar_HInitial-Crossed-PreP-Right-Atop,Grammar_HInitial-Crossed-PreP-Right-Under,Grammar_HInitial-Crossed-PostP-Left-Atop,Grammar_HInitial-Crossed-PostP-Left-Under,Grammar_HInitial-Crossed-PostP-Right-Atop,Grammar_HInitial-Crossed-PostP-Right-Under,Grammar_HFinal-Crossed-PreP-Left-Atop,Grammar_HFinal-Crossed-PreP-Left-Under,Grammar_HFinal-Crossed-PreP-Right-Atop,Grammar_HFinal-Crossed-PreP-Right-Under,Grammar_HFinal-Crossed-PostP-Left-Atop,Grammar_HFinal-Crossed-PostP-Left-Under,Grammar_HFinal-Crossed-PostP-Right-Atop,Grammar_HFinal-Crossed-PostP-Right-Under
35,76,76,A1,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3U0SRXB7CEC544P2GVRA1ERA0H6NR3,1581506426,PostNomPrePos,none,blah,3,write,,"[2,[[0,[2,[1]]]]]",False,False,,,,,,,konkan rae sisu moy konkan rae vinvi,konkan rae sisu moy konkan rae vinvi,False,branching,head initial,sisu vinvi konkan tulsul rae moy,konkan rae sisu moy konkan rae vinvi,krsmkrv,krsmkrv,1.0,X,X,svkt,krsmkrv,smvrkrk,krkrvms,vrkmsrk,vrkmsrk,krkrvms,smvrkrk,krsmkrv,kskvrmr,svkkrrm,kkvsmrr,vkskrmr,rmrvksk,mrrkkvs,rrmsvkk,rmrkskv,rmrkskv,mrrsvkk,rrmkkvs,rmrvksk,kskvrmr,svkkmrr,kkvsrrm,vkskrmr,rmrvksk,rrmkkvs,mrrsvkk,rmrkskv,vkskrmr,kkvsrrm,svkkmrr,kskvrmr
36,77,77,A1,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3U0SRXB7CEC544P2GVRA1ERA0H6NR3,1581506452,PostNomPrePos,none,blah,3,write,,"[[1,[[0,[3]]]],0]",False,False,,,,,,,vinvi rae sisu rae tulsul moi sisu,vinvi rae sisu rae tulsul moy sisu,False,branching,head initial,sisu vinvi konkan tulsul rae moy,vinvi rae sisu rae tulsul moy sisu,vrsrtms,vrsrtms,1.0,X,X,svkt,vrsrtms,trsrvms,smvrsrt,smtrsrv,smtrsrv,smvrsrt,trsrvms,vrsrtms,vstsmrr,tsvsmrr,svstrrm,stsvrrm,rrmstsv,rrmsvst,mrrtsvs,mrrvsts,rrmvsts,rrmtsvs,mrrsvst,mrrstsv,vstsrrm,tsvsrrm,svstmrr,stsvmrr,mrrstsv,mrrsvst,rrmtsvs,rrmvsts,stsvmrr,svstmrr,tsvsrrm,vstsrrm
37,78,78,A1,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3U0SRXB7CEC544P2GVRA1ERA0H6NR3,1581506474,PostNomPrePos,none,blah,3,write,,"[[[0,1],[2]],3]",False,False,,,,,,,sisu moy vinvi rae konkan moy tulsul,sisu moy vinvi rae konkan moy tulsul,False,branching,head initial,sisu vinvi konkan tulsul rae moy,sisu moy vinvi rae konkan moy tulsul,smvrkmt,smvrkmt,1.0,X,X,svkt,smvrkmt,krsmvmt,tmvmsrk,tmkrvms,tmkrvms,tmvmsrk,krsmvmt,smvrkmt,svktmrm,ksvtmmr,tvskrmm,tkvsmrm,mrmtkvs,rmmtvsk,mmrksvt,mrmsvkt,mrmsvkt,rmmksvt,mmrtvsk,mrmtkvs,svktmrm,ksvtrmm,tvskmmr,tkvsmrm,mrmtkvs,mmrtvsk,rmmksvt,mrmsvkt,tkvsmrm,tvskmmr,ksvtrmm,svktmrm
38,79,79,A1,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3U0SRXB7CEC544P2GVRA1ERA0H6NR3,1581506495,PostNomPrePos,none,blah,3,write,,"[[[0,[1]],[3]],1]",False,False,,,,,,,sisu rae vinvi rae tulsul moy vinvi,sisu rae vinvi rae tulsul moy vinvi,False,branching,head initial,sisu vinvi konkan tulsul rae moy,sisu rae vinvi rae tulsul moy vinvi,srvrtmv,srvrtmv,1.0,X,X,svkt,srvrtmv,trvrsmv,vmsrvrt,vmtrvrs,vmtrvrs,vmsrvrt,trvrsmv,srvrtmv,svtvmrr,tvsvmrr,vsvtrrm,vtvsrrm,rrmvtvs,rrmvsvt,mrrtvsv,mrrsvtv,rrmsvtv,rrmtvsv,mrrvsvt,mrrvtvs,svtvrrm,tvsvrrm,vsvtmrr,vtvsmrr,mrrvtvs,mrrvsvt,rrmtvsv,rrmsvtv,vtvsmrr,vsvtmrr,tvsvrrm,svtvrrm
39,80,80,A1,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3U0SRXB7CEC544P2GVRA1ERA0H6NR3,1581506531,PostNomPrePos,none,blah,3,write,,"[1,[[1,[[2,3]]]]]",False,False,,,,,,,vinvi rae vinvi rae konkan moy tulsul,vinvi rae vinvi rae konkan moy tulsul,False,branching,head initial,sisu vinvi konkan tulsul rae moy,vinvi rae vinvi rae konkan moy tulsul,vrvrkmt,vrvrkmt,1.0,X,X,svkt,vrvrkmt,kmtrvrv,vrvrtmk,tmkrvrv,tmkrvrv,vrvrtmk,kmtrvrv,vrvrkmt,vvktmrr,ktvvrrm,vvtkmrr,tkvvrrm,rrmtkvv,mrrvvtk,rrmktvv,mrrvvkt,rrmvvkt,mrrktvv,rrmvvtk,mrrtkvv,vvktrrm,ktvvmrr,vvtkrrm,tkvvmrr,mrrtkvv,rrmvvtk,mrrktvv,rrmvvkt,tkvvmrr,vvtkrrm,ktvvmrr,vvktrrm
40,121,121,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581342998,CEPost,none,blah,0,write,,0,True,False,,,,,,,kulka,kuka,True,center-embedding,head initial,kuka tultol vinkin solsil rae moy,kuka,k,k,1.0,N,A,ktvs,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k
41,122,122,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343002,CEPost,none,blah,0,write,,1,True,False,,,,,,,toili,tultol,True,center-embedding,head initial,kuka tultol vinkin solsil rae moy,solsil,t,s,0.0,N,A,ktvs,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t
42,123,123,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343004,CEPost,none,blah,0,write,,2,True,False,,,,,,,velka,vinkin,True,center-embedding,head initial,kuka tultol vinkin solsil rae moy,kuka,v,k,0.0,N,A,ktvs,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v
43,124,124,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343007,CEPost,none,blah,0,write,,3,True,False,,,,,,,soili,solsil,True,center-embedding,head initial,kuka tultol vinkin solsil rae moy,solsil,s,s,1.0,N,A,ktvs,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
44,125,125,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343014,CEPost,none,blah,1,write,,"[0,3]",False,False,,,,,,,kuka soli rae,kuka solsil moy,False,center-embedding,head initial,kuka tultol vinkin solsil rae moy,kuka solsil rae,ksm,ksr,0.666666666666667,N,A,ktvs,kms,kms,smk,smk,smk,smk,kms,kms,ksm,ksm,skm,skm,msk,msk,mks,mks,mks,mks,msk,msk,ksm,ksm,skm,skm,msk,msk,mks,mks,skm,skm,ksm,ksm
45,126,126,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343022,CEPost,none,blah,1,write,,"[0,1]",True,False,,,,,,,kuka tabul rae,kuka tultol moy,True,center-embedding,head initial,kuka tultol vinkin solsil rae moy,kuka tultol rae,ktm,ktr,0.666666666666667,N,A,ktvs,kmt,kmt,tmk,tmk,tmk,tmk,kmt,kmt,ktm,ktm,tkm,tkm,mtk,mtk,mkt,mkt,mkt,mkt,mtk,mtk,ktm,ktm,tkm,tkm,mtk,mtk,mkt,mkt,tkm,tkm,ktm,ktm
46,127,127,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343028,CEPost,none,blah,1,write,,"[1,1]",False,False,,,,,,,tabuli tabuli rae,tultol tultol moy,False,center-embedding,head initial,kuka tultol vinkin solsil rae moy,X X rae,ttm,XXr,0.0,N,A,ktvs,tmt,tmt,tmt,tmt,tmt,tmt,tmt,tmt,ttm,ttm,ttm,ttm,mtt,mtt,mtt,mtt,mtt,mtt,mtt,mtt,ttm,ttm,ttm,ttm,mtt,mtt,mtt,mtt,ttm,ttm,ttm,ttm
47,128,128,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343034,CEPost,none,blah,1,write,,"[2,0]",True,False,,,,,,,vulti kuka rae,vinkin kuka moy,True,center-embedding,head initial,kuka tultol vinkin solsil rae moy,tultol kuka rae,vkm,tkr,0.33333333333333304,N,A,ktvs,vmk,vmk,kmv,kmv,kmv,kmv,vmk,vmk,vkm,vkm,kvm,kvm,mkv,mkv,mvk,mvk,mvk,mvk,mkv,mkv,vkm,vkm,kvm,kvm,mkv,mkv,mvk,mvk,kvm,kvm,vkm,vkm
48,129,129,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343040,CEPost,none,blah,1,write,,"[3,1]",True,False,,,,,,,soilti tabuli rae,solsil tultol moy,True,center-embedding,head initial,kuka tultol vinkin solsil rae moy,solsil X rae,stm,sXr,0.33333333333333304,N,A,ktvs,smt,smt,tms,tms,tms,tms,smt,smt,stm,stm,tsm,tsm,mts,mts,mst,mst,mst,mst,mts,mts,stm,stm,tsm,tsm,mts,mts,mst,mst,tsm,tsm,stm,stm
49,130,130,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343048,CEPost,none,blah,1,write,,"[3,0]",False,False,,,,,,,solti kakua rae,solsil kuka moy,False,center-embedding,head initial,kuka tultol vinkin solsil rae moy,solsil kuka rae,skm,skr,0.666666666666667,N,A,ktvs,smk,smk,kms,kms,kms,kms,smk,smk,skm,skm,ksm,ksm,mks,mks,msk,msk,msk,msk,mks,mks,skm,skm,ksm,ksm,mks,mks,msk,msk,ksm,ksm,skm,skm
50,131,131,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343051,CEPost,none,blah,1,write,,"[2,2]",True,False,,,,,,,volti volti rae,vinkin vinkin moy,True,center-embedding,head initial,kuka tultol vinkin solsil rae moy,solsil solsil rae,vvm,ssr,0.0,N,A,ktvs,vmv,vmv,vmv,vmv,vmv,vmv,vmv,vmv,vvm,vvm,vvm,vvm,mvv,mvv,mvv,mvv,mvv,mvv,mvv,mvv,vvm,vvm,vvm,vvm,mvv,mvv,mvv,mvv,vvm,vvm,vvm,vvm
51,132,132,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343060,CEPost,none,blah,1,write,,"[1,[1]]",True,False,,,,,,,tobli tobli mor,tultol tultol rae,True,center-embedding,head initial,kuka tultol vinkin solsil rae moy,solsil solsil moy,ttr,ssm,0.0,N,A,ktvs,trt,trt,trt,trt,trt,trt,trt,trt,ttr,ttr,ttr,ttr,rtt,rtt,rtt,rtt,rtt,rtt,rtt,rtt,ttr,ttr,ttr,ttr,rtt,rtt,rtt,rtt,ttr,ttr,ttr,ttr
52,133,133,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343063,CEPost,none,blah,1,write,,"[2,[2]]",True,False,,,,,,,venti venti mor,vinkin vinkin rae,True,center-embedding,head initial,kuka tultol vinkin solsil rae moy,vinkin vinkin moy,vvr,vvm,0.666666666666667,N,A,ktvs,vrv,vrv,vrv,vrv,vrv,vrv,vrv,vrv,vvr,vvr,vvr,vvr,rvv,rvv,rvv,rvv,rvv,rvv,rvv,rvv,vvr,vvr,vvr,vvr,rvv,rvv,rvv,rvv,vvr,vvr,vvr,vvr
53,134,134,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343070,CEPost,none,blah,1,write,,"[1,[3]]",True,False,,,,,,,solti tabli mor,tultol solsil rae,True,center-embedding,head initial,kuka tultol vinkin solsil rae moy,solsil X moy,tsr,sXm,0.0,N,A,ktvs,trs,srt,trs,srt,srt,trs,srt,trs,tsr,str,tsr,str,rst,rts,rst,rts,rts,rst,rts,rst,tsr,str,tsr,str,rst,rts,rst,rts,str,tsr,str,tsr
54,135,135,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343077,CEPost,none,blah,1,write,,"[0,0]",False,False,,,,,,,kuka kuka rae,kuka kuka moy,False,center-embedding,head initial,kuka tultol vinkin solsil rae moy,kuka kuka rae,kkm,kkr,0.666666666666667,N,A,ktvs,kmk,kmk,kmk,kmk,kmk,kmk,kmk,kmk,kkm,kkm,kkm,kkm,mkk,mkk,mkk,mkk,mkk,mkk,mkk,mkk,kkm,kkm,kkm,kkm,mkk,mkk,mkk,mkk,kkm,kkm,kkm,kkm
55,136,136,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343086,CEPost,none,blah,1,write,,"[0,[2]]",True,False,,,,,,,volti kuka mar,kuka vinkin rae,True,center-embedding,head initial,kuka tultol vinkin solsil rae moy,solsil kuka rae,kvr,skr,0.33333333333333304,N,A,ktvs,krv,vrk,krv,vrk,vrk,krv,vrk,krv,kvr,vkr,kvr,vkr,rvk,rkv,rvk,rkv,rkv,rvk,rkv,rvk,kvr,vkr,kvr,vkr,rvk,rkv,rvk,rkv,vkr,kvr,vkr,kvr
56,137,137,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343096,CEPost,none,blah,2,write,,"[2,[[2,0]]]",False,False,,,,,,,volti kuka volti rae mar,vinkin vinkin kuka moy rae,False,center-embedding,head initial,kuka tultol vinkin solsil rae moy,solsil kuka solsil rae rae,vvkmr,sksrr,0.2,N,A,ktvs,vrvmk,vmkrv,vrkmv,kmvrv,kmvrv,vrkmv,vmkrv,vrvmk,vvkmr,vkvrm,vkvmr,kvvrm,rmkvv,mrvkv,rmvkv,mrvvk,rmvvk,mrvkv,rmvkv,mrkvv,vvkrm,vkvmr,vkvrm,kvvmr,mrkvv,rmvkv,mrvkv,rmvvk,kvvmr,vkvrm,vkvmr,vvkrm
57,138,138,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343110,CEPost,none,blah,2,write,,"[0,[[1,[0]]]]",True,False,,,,,,,kuka tobli kuka mor mor,kuka tultol kuka rae rae,True,center-embedding,head initial,kuka tultol vinkin solsil rae moy,kuka solsil kuka moy moy,ktkrr,kskmm,0.4,N,A,ktvs,krtrk,krtrk,krtrk,krtrk,krtrk,krtrk,krtrk,krtrk,ktkrr,ktkrr,ktkrr,ktkrr,rrktk,rrktk,rrktk,rrktk,rrktk,rrktk,rrktk,rrktk,ktkrr,ktkrr,ktkrr,ktkrr,rrktk,rrktk,rrktk,rrktk,ktkrr,ktkrr,ktkrr,ktkrr
58,139,139,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343118,CEPost,none,blah,2,write,,"[1,[[3,0]]]",True,False,,,,,,,solti kuka tobli rae mor,tultol solsil kuka moy rae,True,center-embedding,head initial,kuka tultol vinkin solsil rae moy,solsil kuka solsil rae moy,tskmr,sksrm,0.4,N,A,ktvs,trsmk,smkrt,trkms,kmsrt,kmsrt,trkms,smkrt,trsmk,tskmr,sktrm,tksmr,kstrm,rmkst,mrtks,rmskt,mrtsk,rmtsk,mrskt,rmtks,mrkst,tskrm,sktmr,tksrm,kstmr,mrkst,rmtks,mrskt,rmtsk,kstmr,tksrm,sktmr,tskrm
59,140,140,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343125,CEPost,none,blah,2,write,,"[1,[0,[1]]]",True,False,,,,,,,tobli tobli kuka mor rae,tultol kuka tultol rae moy,True,center-embedding,head initial,kuka tultol vinkin solsil rae moy,solsil solsil kuka moy rae,tktrm,sskmr,0.2,N,A,ktvs,tmkrt,tmtrk,krtmt,trkmt,trkmt,krtmt,tmtrk,tmkrt,tktrm,ttkrm,kttmr,tktmr,mrtkt,mrktt,rmttk,rmtkt,mrtkt,mrttk,rmktt,rmtkt,tktmr,ttkmr,kttrm,tktrm,rmtkt,rmktt,mrttk,mrtkt,tktrm,kttrm,ttkmr,tktmr
60,141,141,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343135,CEPost,none,blah,2,write,,"[1,[2,[3]]]",False,True,,,,,,,tobli solti venti rae more,tultol vinkin solsil rae moy,False,center-embedding,head initial,kuka tultol vinkin solsil rae moy,solsil solsil vinkin rae moy,tvsrm,ssvrm,0.6,N,A,ktvs,tmvrs,tmsrv,vrsmt,srvmt,srvmt,vrsmt,tmsrv,tmvrs,tvsrm,tsvrm,vstmr,svtmr,mrsvt,mrvst,rmtsv,rmtvs,mrtvs,mrtsv,rmvst,rmsvt,tvsmr,tsvmr,vstrm,svtrm,rmsvt,rmvst,mrtsv,mrtvs,svtrm,vstrm,tsvmr,tvsmr
61,142,142,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343141,CEPost,none,blah,2,write,,"[[0,0],[0]]",True,False,,,,,,,kuka kuka kuka rae more,kuka kuka kuka rae moy,True,center-embedding,head initial,kuka tultol vinkin solsil rae moy,kuka kuka kuka rae moy,kkkrm,kkkrm,1.0,N,A,ktvs,kmkrk,krkmk,kmkrk,krkmk,krkmk,kmkrk,krkmk,kmkrk,kkkrm,kkkmr,kkkrm,kkkmr,mrkkk,rmkkk,mrkkk,rmkkk,mrkkk,rmkkk,mrkkk,rmkkk,kkkmr,kkkrm,kkkmr,kkkrm,rmkkk,mrkkk,rmkkk,mrkkk,kkkrm,kkkmr,kkkrm,kkkmr
62,143,143,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343151,CEPost,none,blah,2,write,,"[[1,[3]],3]",True,False,,,,,,,solti solti tobli rae mor,tultol solsil solsil moy rae,True,center-embedding,head initial,kuka tultol vinkin solsil rae moy,solsil solsil solsil rae moy,tssmr,sssrm,0.6,N,A,ktvs,trsms,srtms,smtrs,smsrt,smsrt,smtrs,srtms,trsms,tssmr,stsmr,stsrm,sstrm,rmsst,rmsts,mrsts,mrtss,rmtss,rmsts,mrsts,mrsst,tssrm,stsrm,stsmr,sstmr,mrsst,mrsts,rmsts,rmtss,sstmr,stsmr,stsrm,tssrm
63,144,144,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343160,CEPost,none,blah,2,write,,"[[1,2],[3]]",False,True,,,,,,,solti tobli venti mor rae,tultol vinkin solsil rae moy,False,center-embedding,head initial,kuka tultol vinkin solsil rae moy,solsil solsil vinkin moy rae,tvsrm,ssvmr,0.4,N,A,ktvs,tmvrs,srtmv,vmtrs,srvmt,srvmt,vmtrs,srtmv,tmvrs,tvsrm,stvmr,vtsrm,svtmr,mrsvt,rmvts,mrstv,rmtvs,mrtvs,rmstv,mrvts,rmsvt,tvsmr,stvrm,vtsmr,svtrm,rmsvt,mrvts,rmstv,mrtvs,svtrm,vtsmr,stvrm,tvsmr
64,145,145,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343170,CEPost,none,blah,2,write,,"[0,[2,[1]]]",False,False,,,,,,,kuka tobli venti rae mor,kuka vinkin tultol rae moy,False,center-embedding,head initial,kuka tultol vinkin solsil rae moy,kuka solsil vinkin rae moy,kvtrm,ksvrm,0.6,N,A,ktvs,kmvrt,kmtrv,vrtmk,trvmk,trvmk,vrtmk,kmtrv,kmvrt,kvtrm,ktvrm,vtkmr,tvkmr,mrtvk,mrvtk,rmktv,rmkvt,mrkvt,mrktv,rmvtk,rmtvk,kvtmr,ktvmr,vtkrm,tvkrm,rmtvk,rmvtk,mrktv,mrkvt,tvkrm,vtkrm,ktvmr,kvtmr
65,146,146,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343176,CEPost,none,blah,2,write,,"[[2,0],[3]]",True,False,,,,,,,solti venti kuka rae mor,vinkin kuka solsil rae moy,True,center-embedding,head initial,kuka tultol vinkin solsil rae moy,solsil vinkin kuka rae moy,vksrm,svkrm,0.6,N,A,ktvs,vmkrs,srvmk,kmvrs,srkmv,srkmv,kmvrs,srvmk,vmkrs,vksrm,svkmr,kvsrm,skvmr,mrskv,rmkvs,mrsvk,rmvks,mrvks,rmsvk,mrkvs,rmskv,vksmr,svkrm,kvsmr,skvrm,rmskv,mrkvs,rmsvk,mrvks,skvrm,kvsmr,svkrm,vksmr
66,147,147,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343184,CEPost,none,blah,2,write,,"[1,[[3,3]]]",True,False,,,,,,,solti solti tobli rae mor,tultol solsil solsil moy rae,True,center-embedding,head initial,kuka tultol vinkin solsil rae moy,solsil solsil solsil rae moy,tssmr,sssrm,0.6,N,A,ktvs,trsms,smsrt,trsms,smsrt,smsrt,trsms,smsrt,trsms,tssmr,sstrm,tssmr,sstrm,rmsst,mrtss,rmsst,mrtss,rmtss,mrsst,rmtss,mrsst,tssrm,sstmr,tssrm,sstmr,mrsst,rmtss,mrsst,rmtss,sstmr,tssrm,sstmr,tssrm
67,148,148,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343192,CEPost,none,blah,2,write,,"[[3,[3]],0]",True,False,,,,,,,solt solti kuka mor rae,solsil solsil kuka moy rae,True,center-embedding,head initial,kuka tultol vinkin solsil rae moy,solsil solsil kuka moy rae,sskmr,sskmr,1.0,N,A,ktvs,srsmk,srsmk,kmsrs,kmsrs,kmsrs,kmsrs,srsmk,srsmk,sskmr,sskmr,kssrm,kssrm,rmkss,rmkss,mrssk,mrssk,rmssk,rmssk,mrkss,mrkss,sskrm,sskrm,kssmr,kssmr,mrkss,mrkss,rmssk,rmssk,kssmr,kssmr,sskrm,sskrm
68,149,149,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343206,CEPost,none,blah,3,write,,"[[[2,1],[2]],[0]]",False,False,,,,,,,kuka volti volti volti tobli mor rae rae,vinkin tultol vinkin kuka rae rae moy,False,center-embedding,head initial,kuka tultol vinkin solsil rae moy,kuka solsil solsil solsil solsil moy rae rae,vtvkrrm,kssssmrr,0.125,N,A,ktvs,vmtrvrk,krvrvmt,tmvrvrk,krvrtmv,krvrtmv,tmvrvrk,krvrvmt,vmtrvrk,vtvkrrm,kvvtmrr,tvvkrrm,kvtvmrr,mrrkvtv,rrmtvvk,mrrkvvt,rrmvtvk,mrrvtvk,rrmkvvt,mrrtvvk,rrmkvtv,vtvkmrr,kvvtrrm,tvvkmrr,kvtvrrm,rrmkvtv,mrrtvvk,rrmkvvt,mrrvtvk,kvtvrrm,tvvkmrr,kvvtrrm,vtvkmrr
69,150,150,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343216,CEPost,none,blah,3,write,,"[1,[[0,[[1,3]]]]]",False,False,,,,,,,tobli solti kuka tobli rae mor mor,tultol kuka tultol solsil moy rae rae,False,center-embedding,head initial,kuka tultol vinkin solsil rae moy,solsil solsil kuka solsil rae moy moy,tktsmrr,ssksrmm,0.28571428571428603,N,A,ktvs,trkrtms,tmsrkrt,trkrsmt,smtrkrt,smtrkrt,trkrsmt,tmsrkrt,trkrtms,tktsmrr,tsktrrm,tkstmrr,stktrrm,rrmstkt,mrrtkst,rrmtskt,mrrtkts,rrmtkts,mrrtskt,rrmtkst,mrrstkt,tktsrrm,tsktmrr,tkstrrm,stktmrr,mrrstkt,rrmtkst,mrrtskt,rrmtkts,stktmrr,tkstrrm,tsktmrr,tktsrrm
70,151,151,A2,32K26U12DNVMOFHDAJDFIM8WMG0VD0,3J2UYBXQQMJ9XPZBN1MEF741WRV607,1581343224,CEPost,none,blah,3,write,,"[0,[[[3,[3]],[1]]]]",False,False,,,,,,,tobli solti solti kuka mor mor mor,kuka solsil solsil tultol rae rae rae,False,center-embedding,head initial,kuka tultol vinkin solsil rae moy,solsil solsil solsil kuka moy moy moy,ksstrrr,ssskmmm,0.28571428571428603,N,A,ktvs,krsrsrt,trsrsrk,krsrsrt,trsrsrk,trsrsrk,krsrsrt,trsrsrk,krsrsrt,ksstrrr,tsskrrr,ksstrrr,tsskrrr,rrrtssk,rrrksst,rrrtssk,rrrksst,rrrksst,rrrtssk,rrrksst,rrrtssk,ksstrrr,tsskrrr,ksstrrr,tsskrrr,rrrtssk,rrrksst,rrrtssk,rrrksst,tsskrrr,ksstrrr,tsskrrr,ksstrrr
