"","workerId","hitId","assignmentId","time","condition","chain","generation","level","trialType","nameTraining","arrayTraining","seenInTraining","inAmbig","choiceArray0","choiceArray1","choiceArray2","choiceArray3","correctChoiceNumber","participantChoiceNumber","participantText","compositionalAnswer","seenInTesting","conditionCE","conditionHeadN"
"1","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581504674,"PostNomPrePos","none","blah","0","training","sisu","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no center-embedding","head initial"
"2","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581504694,"PostNomPrePos","none","blah","0","training","vinvi","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no center-embedding","head initial"
"3","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581504710,"PostNomPrePos","none","blah","0","training","konkan","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no center-embedding","head initial"
"4","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581504725,"PostNomPrePos","none","blah","0","training","tulsul","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no center-embedding","head initial"
"5","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581504775,"PostNomPrePos","none","blah","0","testing","sisu","0","true","false","1","2","3","0",3,3,NA,NA,NA,"no center-embedding","head initial"
"6","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581504786,"PostNomPrePos","none","blah","0","testing","vinvi","1","true","false","2","0","1","3",2,2,NA,NA,NA,"no center-embedding","head initial"
"7","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581504795,"PostNomPrePos","none","blah","0","testing","konkan","2","true","false","2","1","3","0",0,0,NA,NA,NA,"no center-embedding","head initial"
"8","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581504807,"PostNomPrePos","none","blah","0","testing","tulsul","3","true","false","1","2","3","0",2,2,NA,NA,NA,"no center-embedding","head initial"
"9","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581504817,"PostNomPrePos","none","blah","1","training","vinvi rae tulsul","[1,[3]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no center-embedding","head initial"
"10","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581504831,"PostNomPrePos","none","blah","1","training","konkan moy sisu","[2,0]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no center-embedding","head initial"
"11","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581504837,"PostNomPrePos","none","blah","1","training","vinvi moy tulsul","[1,3]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no center-embedding","head initial"
"12","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581504841,"PostNomPrePos","none","blah","1","training","vinvi rae sisu","[1,[0]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no center-embedding","head initial"
"13","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581504847,"PostNomPrePos","none","blah","1","training","sisu moy vinvi","[0,1]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no center-embedding","head initial"
"14","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581504847,"PostNomPrePos","none","blah","1","training","sisu rae tulsul","[0,[3]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no center-embedding","head initial"
"15","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581504851,"PostNomPrePos","none","blah","1","training","tulsul moy sisu","[3,0]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no center-embedding","head initial"
"16","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581504856,"PostNomPrePos","none","blah","1","training","tulsul rae konkan","[3,[2]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no center-embedding","head initial"
"17","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581504894,"PostNomPrePos","none","blah","1","testing","vinvi moy tulsul","[1,3]","true","false","[3,[1]]","[1,2]","[1,3]","[2,[1]]",2,2,NA,NA,NA,"no center-embedding","head initial"
"18","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581504903,"PostNomPrePos","none","blah","1","testing","sisu moy vinvi","[0,1]","true","false","[2,3]","[0,1]","[0,[1]]","[2,[3]]",1,1,NA,NA,NA,"no center-embedding","head initial"
"19","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581504919,"PostNomPrePos","none","blah","1","testing","tulsul rae konkan","[3,[2]]","true","false","[1,1]","[3,[2]]","[1,[1]]","[3,2]",1,1,NA,NA,NA,"no center-embedding","head initial"
"20","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581504947,"PostNomPrePos","none","blah","1","testing","vinvi rae tulsul","[1,[3]]","true","false","[0,[0]]","[0,0]","[1,[3]]","[1,3]",2,2,NA,NA,NA,"no center-embedding","head initial"
"21","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581504983,"PostNomPrePos","none","blah","1","testing","tulsul moy sisu","[3,0]","true","false","[1,1]","[3,0]","[3,[0]]","[1,[1]]",1,1,NA,NA,NA,"no center-embedding","head initial"
"22","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581504995,"PostNomPrePos","none","blah","1","testing","vinvi rae sisu","[1,[0]]","true","false","[1,[0]]","[0,1]","[1,[2]]","[1,2]",0,0,NA,NA,NA,"no center-embedding","head initial"
"23","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505094,"PostNomPrePos","none","blah","1","testing","sisu rae tulsul","[0,[3]]","true","false","[2,0]","[0,[2]]","[0,[3]]","[3,0]",2,2,NA,NA,NA,"no center-embedding","head initial"
"24","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505105,"PostNomPrePos","none","blah","1","testing","konkan moy sisu","[2,0]","true","false","[2,0]","[1,[3]]","[3,1]","[0,[2]]",0,0,NA,NA,NA,"no center-embedding","head initial"
"25","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505109,"PostNomPrePos","none","blah","2","training","tulsul moy tulsul rae vinvi","[[3,3],[1]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no center-embedding","head initial"
"26","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505121,"PostNomPrePos","none","blah","2","training","sisu rae sisu moy sisu","[0,[[0,0]]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no center-embedding","head initial"
"27","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505127,"PostNomPrePos","none","blah","2","training","tulsul rae vinvi moy vinvi","[[3,[1]],1]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no center-embedding","head initial"
"28","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505127,"PostNomPrePos","none","blah","2","training","vinvi moy tulsul rae vinvi","[1,[3,[1]]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no center-embedding","head initial"
"29","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505131,"PostNomPrePos","none","blah","2","training","vinvi rae vinvi moy vinvi","[1,[[1,1]]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no center-embedding","head initial"
"30","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505138,"PostNomPrePos","none","blah","2","training","sisu moy tulsul moy tulsul","[0,[3,3]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no center-embedding","head initial"
"31","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505141,"PostNomPrePos","none","blah","2","training","tulsul rae konkan rae konkan","[3,[[2,[2]]]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no center-embedding","head initial"
"32","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505147,"PostNomPrePos","none","blah","2","training","vinvi moy konkan moy tulsul","[[1,2],3]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no center-embedding","head initial"
"33","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505186,"PostNomPrePos","none","blah","2","testing","vinvi rae vinvi moy vinvi","[1,[[1,1]]]","true","false","[1,[[0,1]]]","[[1,1],[1]]","[1,[[1,1]]]","[[1,0],[1]]",2,2,NA,NA,NA,"no center-embedding","head initial"
"34","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505199,"PostNomPrePos","none","blah","2","testing","tulsul rae konkan rae konkan","[3,[[2,[2]]]]","true","false","[[0,[1]],3]","[3,[[2,[2]]]]","[[2,[2]],3]","[3,[[0,[1]]]]",1,1,NA,NA,NA,"no center-embedding","head initial"
"35","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505228,"PostNomPrePos","none","blah","2","testing","tulsul rae vinvi moy vinvi","[[3,[1]],1]","true","false","[[1,[2]],[3]]","[[3,[1]],1]","[[1,[2]],3]","[[1,[1]],[3]]",1,1,NA,NA,NA,"no center-embedding","head initial"
"36","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505237,"PostNomPrePos","none","blah","2","testing","sisu moy tulsul moy tulsul","[0,[3,3]]","true","false","[3,[3,1]]","[0,[3,3]]","[[3,[0]],3]","[[3,[1]],3]",1,1,NA,NA,NA,"no center-embedding","head initial"
"37","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505255,"PostNomPrePos","none","blah","2","testing","sisu rae sisu moy sisu","[0,[[0,0]]]","true","false","[[0,[0]],[0]]","[3,[[1,0]]]","[0,[[0,0]]]","[[0,[1]],[3]]",2,2,NA,NA,NA,"no center-embedding","head initial"
"38","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505276,"PostNomPrePos","none","blah","2","testing","vinvi moy konkan moy tulsul","[[1,2],3]","true","false","[[1,2],3]","[[0,0],1]","[[0,[0]],[1]]","[[1,[2]],[3]]",0,0,NA,NA,NA,"no center-embedding","head initial"
"39","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505299,"PostNomPrePos","none","blah","2","testing","vinvi moy tulsul rae vinvi","[1,[3,[1]]]","true","false","[1,[3,[1]]]","[3,[2,[0]]]","[[0,2],[3]]","[[1,1],[3]]",0,0,NA,NA,NA,"no center-embedding","head initial"
"40","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505318,"PostNomPrePos","none","blah","2","testing","tulsul moy tulsul rae vinvi","[[3,3],[1]]","true","false","[[3,3],[1]]","[[0,[0]],[1]]","[[0,0],[1]]","[[3,[1]],[3]]",0,0,NA,NA,NA,"no center-embedding","head initial"
"41","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505369,"PostNomPrePos","none","blah","0","write",NA,"0","true","false",NA,NA,NA,NA,NA,NA,"sisu","sisu","true","no center-embedding","head initial"
"42","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505382,"PostNomPrePos","none","blah","0","write",NA,"1","true","false",NA,NA,NA,NA,NA,NA,"vinvi","vinvi","true","no center-embedding","head initial"
"43","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505397,"PostNomPrePos","none","blah","0","write",NA,"2","true","false",NA,NA,NA,NA,NA,NA,"konka","konkan","true","no center-embedding","head initial"
"44","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505421,"PostNomPrePos","none","blah","0","write",NA,"3","true","false",NA,NA,NA,NA,NA,NA,"tulsul","tulsul","true","no center-embedding","head initial"
"45","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505446,"PostNomPrePos","none","blah","1","write",NA,"[1,[0]]","true","false",NA,NA,NA,NA,NA,NA,"vinvi rae sisu","vinvi rae sisu","true","no center-embedding","head initial"
"46","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505471,"PostNomPrePos","none","blah","1","write",NA,"[1,[3]]","true","false",NA,NA,NA,NA,NA,NA,"vinvi rae tulsul","vinvi rae tulsul","true","no center-embedding","head initial"
"47","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505569,"PostNomPrePos","none","blah","1","write",NA,"[2,[2]]","false","false",NA,NA,NA,NA,NA,NA,"konkan rae konkan","konkan rae konkan","false","no center-embedding","head initial"
"48","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505619,"PostNomPrePos","none","blah","1","write",NA,"[2,[3]]","false","false",NA,NA,NA,NA,NA,NA,"konkan rae tulsul","konkan rae tulsul","false","no center-embedding","head initial"
"49","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505638,"PostNomPrePos","none","blah","1","write",NA,"[3,0]","true","false",NA,NA,NA,NA,NA,NA,"tulsul moy sisu","tulsul moy sisu","true","no center-embedding","head initial"
"50","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505662,"PostNomPrePos","none","blah","1","write",NA,"[0,1]","true","false",NA,NA,NA,NA,NA,NA,"sisu moy vinvi","sisu moy vinvi","true","no center-embedding","head initial"
"51","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505682,"PostNomPrePos","none","blah","1","write",NA,"[2,0]","true","false",NA,NA,NA,NA,NA,NA,"konkan moy sisu","konkan moy sisu","true","no center-embedding","head initial"
"52","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505705,"PostNomPrePos","none","blah","1","write",NA,"[2,1]","false","false",NA,NA,NA,NA,NA,NA,"konkan moy vinvi","konkan moy vinvi","false","no center-embedding","head initial"
"53","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505724,"PostNomPrePos","none","blah","1","write",NA,"[0,[3]]","true","false",NA,NA,NA,NA,NA,NA,"sisu rae tulsul","sisu rae tulsul","true","no center-embedding","head initial"
"54","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505739,"PostNomPrePos","none","blah","1","write",NA,"[1,3]","true","false",NA,NA,NA,NA,NA,NA,"vinvi moy tulsul","vinvi moy tulsul","true","no center-embedding","head initial"
"55","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505765,"PostNomPrePos","none","blah","1","write",NA,"[3,[2]]","true","false",NA,NA,NA,NA,NA,NA,"tulsul rae konkan","tulsul rae konkan","true","no center-embedding","head initial"
"56","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505791,"PostNomPrePos","none","blah","1","write",NA,"[3,2]","false","false",NA,NA,NA,NA,NA,NA,"tulsul moy konkan","tulsul moy konkan","false","no center-embedding","head initial"
"57","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505829,"PostNomPrePos","none","blah","2","write",NA,"[[3,[1]],1]","true","false",NA,NA,NA,NA,NA,NA,"tulsul rae vinvi moy vinvi","tulsul rae vinvi moy vinvi","true","no center-embedding","head initial"
"58","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505860,"PostNomPrePos","none","blah","2","write",NA,"[[0,[2]],3]","false","true",NA,NA,NA,NA,NA,NA,"sisu rae konkan moy tulsul","sisu rae konkan moy tulsul","false","no center-embedding","head initial"
"59","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505887,"PostNomPrePos","none","blah","2","write",NA,"[[1,2],3]","true","false",NA,NA,NA,NA,NA,NA,"vinvi moy konkan moy tulsul","vinvi moy konkan moy tulsul","true","no center-embedding","head initial"
"60","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505910,"PostNomPrePos","none","blah","2","write",NA,"[3,[1,3]]","false","false",NA,NA,NA,NA,NA,NA,"tulsul moy vinvi moy tulsul","tulsul moy vinvi moy tulsul","false","no center-embedding","head initial"
"61","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505955,"PostNomPrePos","none","blah","2","write",NA,"[[2,1],2]","false","false",NA,NA,NA,NA,NA,NA,"konkan moy vinvi moy konka","konkan moy vinvi moy konkan","false","no center-embedding","head initial"
"62","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581505972,"PostNomPrePos","none","blah","2","write",NA,"[0,[3,3]]","true","false",NA,NA,NA,NA,NA,NA,"sisu moy tulsul moy tulsul","sisu moy tulsul moy tulsul","true","no center-embedding","head initial"
"63","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581506007,"PostNomPrePos","none","blah","2","write",NA,"[1,[3,[1]]]","true","false",NA,NA,NA,NA,NA,NA,"vinvi moy tulsul rae vinvi","vinvi moy tulsul rae vinvi","true","no center-embedding","head initial"
"64","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581506036,"PostNomPrePos","none","blah","2","write",NA,"[[3,3],[1]]","true","false",NA,NA,NA,NA,NA,NA,"tulsul moy tulsul rae vinvi","tulsul moy tulsul rae vinvi","true","no center-embedding","head initial"
"65","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581506059,"PostNomPrePos","none","blah","2","write",NA,"[0,[[0,0]]]","true","false",NA,NA,NA,NA,NA,NA,"sisu rae sisu moy sisu","sisu rae sisu moy sisu","true","no center-embedding","head initial"
"66","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581506079,"PostNomPrePos","none","blah","2","write",NA,"[3,[[2,[2]]]]","true","false",NA,NA,NA,NA,NA,NA,"tulsul rae konkan rae konkan","tulsul rae konkan rae konkan","true","no center-embedding","head initial"
"67","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581506099,"PostNomPrePos","none","blah","2","write",NA,"[1,[[1,1]]]","true","false",NA,NA,NA,NA,NA,NA,"vinvi rae vinvi moy vinvi","vinvi rae vinvi moy vinvi","true","no center-embedding","head initial"
"68","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581506126,"PostNomPrePos","none","blah","2","write",NA,"[0,[[2,3]]]","false","true",NA,NA,NA,NA,NA,NA,"sisu rae konkan moy tulsul","sisu rae konkan moy tulsul","false","no center-embedding","head initial"
"69","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581506157,"PostNomPrePos","none","blah","3","write",NA,"[2,[[0,2],3]]","false","false",NA,NA,NA,NA,NA,NA,"konkan moy sisu moy konkan moy tulsul","konkan moy sisu moy konkan moy tulsul","false","no center-embedding","head initial"
"70","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581506226,"PostNomPrePos","none","blah","3","write",NA,"[2,[[[2,[2]],0]]]","false","false",NA,NA,NA,NA,NA,NA,"konkan moy konkan rae konkan rae sisu","konkan rae konkan rae konkan moy sisu","false","no center-embedding","head initial"
"71","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581506260,"PostNomPrePos","none","blah","3","write",NA,"[[[3,0],0],1]","false","false",NA,NA,NA,NA,NA,NA,"tulsul moy sisu moy sisu moy vinvi","tulsul moy sisu moy sisu moy vinvi","false","no center-embedding","head initial"
"72","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581506290,"PostNomPrePos","none","blah","3","write",NA,"[[0,[1,[2]]],3]","false","false",NA,NA,NA,NA,NA,NA,"sisu moy vinvi rae konkan moy tulsul","sisu moy vinvi rae konkan moy tulsul","false","no center-embedding","head initial"
"73","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581506330,"PostNomPrePos","none","blah","3","write",NA,"[0,[1,[[2,3]]]]","false","false",NA,NA,NA,NA,NA,NA,"sisu moy vinvi rae konkan rae tulsu;","sisu moy vinvi rae konkan moy tulsul","false","no center-embedding","head initial"
"74","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581506356,"PostNomPrePos","none","blah","3","write",NA,"[1,[0,[[1,[0]]]]]","false","false",NA,NA,NA,NA,NA,NA,"vinvi moy sisu rae vinvi rae sisy","vinvi moy sisu rae vinvi rae sisu","false","no center-embedding","head initial"
"75","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581506393,"PostNomPrePos","none","blah","3","write",NA,"[2,[[1,[[1,[3]]]]]]","false","false",NA,NA,NA,NA,NA,NA,"konkan rae vinvi rae vinvi rae tulsul","konkan rae vinvi rae vinvi rae tulsul","false","no center-embedding","head initial"
"76","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581506426,"PostNomPrePos","none","blah","3","write",NA,"[2,[[0,[2,[1]]]]]","false","false",NA,NA,NA,NA,NA,NA,"konkan rae sisu moy konkan rae vinvi","konkan rae sisu moy konkan rae vinvi","false","no center-embedding","head initial"
"77","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581506452,"PostNomPrePos","none","blah","3","write",NA,"[[1,[[0,[3]]]],0]","false","false",NA,NA,NA,NA,NA,NA,"vinvi rae sisu rae tulsul moi sisu","vinvi rae sisu rae tulsul moy sisu","false","no center-embedding","head initial"
"78","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581506474,"PostNomPrePos","none","blah","3","write",NA,"[[[0,1],[2]],3]","false","false",NA,NA,NA,NA,NA,NA,"sisu moy vinvi rae konkan moy tulsul","sisu moy vinvi rae konkan moy tulsul","false","no center-embedding","head initial"
"79","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581506495,"PostNomPrePos","none","blah","3","write",NA,"[[[0,[1]],[3]],1]","false","false",NA,NA,NA,NA,NA,NA,"sisu rae vinvi rae tulsul moy vinvi","sisu rae vinvi rae tulsul moy vinvi","false","no center-embedding","head initial"
"80","A1","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3U0SRXB7CEC544P2GVRA1ERA0H6NR3",1581506531,"PostNomPrePos","none","blah","3","write",NA,"[1,[[1,[[2,3]]]]]","false","false",NA,NA,NA,NA,NA,NA,"vinvi rae vinvi rae konkan moy tulsul","vinvi rae vinvi rae konkan moy tulsul","false","no center-embedding","head initial"
"81","A2","32K26U12DNVMOFHDAJDFIM8WMG0VD0","3J2UYBXQQMJ9XPZBN1MEF741WRV607",1581342686,"CEPost","none","blah","0","training","kuka","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"center-embedding","head initial"
"82","A2","32K26U12DNVMOFHDAJDFIM8WMG0VD0","3J2UYBXQQMJ9XPZBN1MEF741WRV607",1581342709,"CEPost","none","blah","0","training","tultol","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"center-embedding","head initial"
"83","A2","32K26U12DNVMOFHDAJDFIM8WMG0VD0","3J2UYBXQQMJ9XPZBN1MEF741WRV607",1581342714,"CEPost","none","blah","0","training","vinkin","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"center-embedding","head initial"
